time,tavg,tmin,tmax,prcp
29-04-1990,29.3,24.9,32.6,0
30-04-1990,28.3,25.1,32.7,0
01-05-1990,28.6,24.8,32.7,0
02-05-1990,28.8,24.4,32,0
03-05-1990,28.9,25.2,33.1,0
04-05-1990,29.2,25.5,32.4,0
05-05-1990,29.4,25.5,32.9,0
06-05-1990,29.8,26.3,33.7,0
07-05-1990,31.4,26.7,36.2,0
08-05-1990,31,27.8,35,1.3
09-05-1990,30.5,,33.1,0
10-05-1990,30.3,28.2,33.4,0
11-05-1990,29.2,27.5,32.5,0.5
12-05-1990,29.5,27.3,33,0
13-05-1990,29.8,27.7,32.6,0
14-05-1990,29.9,27.3,32.7,0
15-05-1990,30.1,27.7,33.2,0
16-05-1990,30.6,28.1,33.4,0
17-05-1990,30.2,27.5,33.6,2.3
18-05-1990,30.3,28.3,34,0
19-05-1990,30.7,27.2,33.7,1.5
20-05-1990,31.1,27.8,33.7,0
21-05-1990,29.9,27.3,34.5,
22-05-1990,30.5,26.3,34.2,0.8
23-05-1990,31.1,27.5,34.4,2.5
24-05-1990,31.3,28,34.2,0
25-05-1990,30.8,28.2,34.5,0
26-05-1990,,,,
27-05-1990,,,,
28-05-1990,,,,
29-05-1990,,,,
30-05-1990,25.9,,30.5,2.8
31-05-1990,27.1,23.5,29.7,57.9
01-06-1990,30.4,27.3,32.7,22.1
02-06-1990,29.4,26.5,33.1,0
03-06-1990,29.9,25.4,32.5,9.1
04-06-1990,27.6,,32.2,0
05-06-1990,29.8,25,32.5,71.9
06-06-1990,29.8,27.5,32.5,0
07-06-1990,29.9,26.2,32.5,
08-06-1990,29.6,25.4,32.7,1.3
09-06-1990,27.9,25.9,30.8,1.3
10-06-1990,29.4,,32.5,0
11-06-1990,29.9,26.9,32.7,0
12-06-1990,28.8,24.8,32.2,9.9
13-06-1990,30.5,26.5,33.1,20.6
14-06-1990,30.8,28.8,33,1.8
15-06-1990,28.8,,31.3,0.3
16-06-1990,26.7,24,29.5,150.1
17-06-1990,30.2,24.5,32.4,62
18-06-1990,30.1,28.5,32.5,0
19-06-1990,29.8,26.5,32,0.8
20-06-1990,30.1,28.6,32.2,0
21-06-1990,30,27.5,32.3,0
22-06-1990,30.2,27.8,32.5,
23-06-1990,29.8,27.3,32.2,1.3
24-06-1990,29.6,27.5,32.1,0
25-06-1990,28.5,,31.4,2
26-06-1990,26.4,24.5,28.1,20.6
27-06-1990,26.4,24.8,,116.3
28-06-1990,26.1,24.9,27.3,105.2
29-06-1990,26.8,25.3,28.5,78.5
30-06-1990,27.8,25.1,29.1,62.7
01-07-1990,29,27.3,30.7,13
02-07-1990,28.4,,,0
03-07-1990,28.3,27,29.2,7.9
04-07-1990,28.6,26.4,31.1,1.5
05-07-1990,28.2,26,30.4,2.3
06-07-1990,28.6,26,31.3,3.6
07-07-1990,27.6,,31.2,1.5
08-07-1990,26.3,24.3,30.7,20.8
09-07-1990,26.9,,31,39.9
10-07-1990,28.6,26.3,31,43.4
11-07-1990,28.3,26.9,31,1.8
12-07-1990,28.1,,30,3.3
13-07-1990,28.2,26,31.1,14.2
14-07-1990,28.9,25.8,31.2,9.9
15-07-1990,27.9,25,30.5,8.4
16-07-1990,26.4,24.6,28.7,36.1
17-07-1990,28.2,,,0
18-07-1990,28.1,25.8,30,4.1
19-07-1990,26.9,24.5,29.8,18.5
20-07-1990,26.8,23.9,28.5,44.7
21-07-1990,27.9,25.2,30.1,11.7
22-07-1990,28.1,25.9,30.1,0.3
23-07-1990,27.9,,30.5,1.3
24-07-1990,27.1,24.8,,15.2
25-07-1990,28.2,24.5,31,2.8
26-07-1990,28.2,25.3,30.5,3.8
27-07-1990,28.1,25.8,30.1,1.3
28-07-1990,28,25.9,30,2.8
29-07-1990,27.8,24.5,30.2,14.2
30-07-1990,27.8,,30.6,3
31-07-1990,28,26,30.7,5.1
01-08-1990,27.7,25.8,29.7,1.8
02-08-1990,27.8,26,30.6,2.8
03-08-1990,27.2,,30.4,1
04-08-1990,26.4,24.4,28.6,16.5
05-08-1990,26.3,24.8,29.7,13.7
06-08-1990,27.2,24.4,30.1,25.9
07-08-1990,27.7,25.9,30.5,3.6
08-08-1990,26.5,24.4,29.7,9.4
09-08-1990,26.8,,29,18.8
10-08-1990,26.8,,29.3,0
11-08-1990,26.2,24.3,28.4,87.9
12-08-1990,26.2,,29.2,20.1
13-08-1990,26.6,24.2,28.1,76.5
14-08-1990,27.2,,30.3,67.6
15-08-1990,25.7,24.3,,74.4
16-08-1990,26.1,24.8,27.1,76.7
17-08-1990,26.4,24.7,29.7,40.9
18-08-1990,25.7,23.6,27.2,26.7
19-08-1990,27.3,,30.5,0
20-08-1990,26.9,24.6,29.5,14
21-08-1990,25.9,24.3,27,26.4
22-08-1990,26.2,,27.7,0
23-08-1990,26.4,24,28.3,40.9
24-08-1990,26.7,,29.6,0
25-08-1990,26.8,23.9,,56.1
26-08-1990,26.4,24,,33.5
27-08-1990,27.1,24.2,30,20.1
28-08-1990,26.9,24,,20.6
29-08-1990,27.6,25.3,30.1,2.5
30-08-1990,27.7,26,29.7,0
31-08-1990,27.5,25.7,30,0.8
01-09-1990,27.5,,30.5,1.3
02-09-1990,26.9,24.7,30.7,2.8
03-09-1990,27.6,24,30.5,2.5
04-09-1990,27,,31,3.6
05-09-1990,25.6,24,27.6,47.8
06-09-1990,27.1,24.5,30.2,39.6
07-09-1990,27.8,24.2,30.9,20.3
08-09-1990,27.5,25.5,30,0.8
09-09-1990,27.8,25,30.8,7.4
10-09-1990,28.1,24.9,31,1.8
11-09-1990,27.6,25,30.6,0.5
12-09-1990,27.6,24.1,31,8.6
13-09-1990,27.6,24,30.9,3.3
14-09-1990,27.7,24.2,31,0
15-09-1990,26.8,24,30.5,7.6
16-09-1990,27.2,24.3,30.7,16.8
17-09-1990,27.4,,30.7,0
18-09-1990,27.1,23.9,30.8,
19-09-1990,27.1,,30.8,
20-09-1990,26.7,23.3,30.7,38.1
21-09-1990,26.8,23.8,29.4,1.3
22-09-1990,27.9,24.7,30.7,8.4
23-09-1990,28.2,25,31.1,0
24-09-1990,24.7,,26.3,49.5
25-09-1990,25.9,23.3,28.7,147.1
26-09-1990,26.5,23.3,29.7,82.3
27-09-1990,28,25.5,30.9,15.7
28-09-1990,25.6,24.1,28,5.3
29-09-1990,26.7,24.1,30,16
30-09-1990,26,22.7,29.5,33.3
01-10-1990,27.3,24.2,30.6,3
02-10-1990,27.7,24.3,30.7,0.5
03-10-1990,27.6,24.8,30.7,0
04-10-1990,27.5,23.7,31,0
05-10-1990,26.4,23.8,,7.6
06-10-1990,28.2,23.9,31,0
07-10-1990,28.6,25,32,0
08-10-1990,27.9,,32.1,
09-10-1990,27,24.2,30.7,17
10-10-1990,26.7,23.7,30.1,18.5
11-10-1990,26.8,24.2,30.1,25.9
12-10-1990,27.4,24.3,31,19.3
13-10-1990,26.3,,31,0
14-10-1990,26.9,22.9,33.3,0
15-10-1990,28.9,23.2,34.6,2.3
16-10-1990,28.8,,35.2,0
17-10-1990,27.8,22,34.7,0
18-10-1990,28.4,21.8,35.1,0
19-10-1990,29.1,22.4,35,0
20-10-1990,28.3,22.5,35.1,0
21-10-1990,28.3,22,35,0
22-10-1990,28.9,22.9,35.1,0
23-10-1990,29.6,23,34.7,0
24-10-1990,29.4,23.5,35,0
25-10-1990,29.1,24.5,34,0
26-10-1990,27,,31.6,
27-10-1990,28.1,24,32.5,0
28-10-1990,29,24.7,34.1,0
29-10-1990,29.4,24.9,34.6,0
30-10-1990,29.1,,33.9,0
31-10-1990,29.1,23.4,34,0
01-11-1990,28.6,23.8,34.1,0
02-11-1990,28.5,24.2,34.5,0
03-11-1990,26.9,20.4,33.4,0
04-11-1990,25.8,19.5,32.8,0
05-11-1990,25.9,18.9,33,0
06-11-1990,27.1,20,33,0
07-11-1990,26.5,22,31.7,0
08-11-1990,26.1,,31.6,0
09-11-1990,26.1,19.7,32.8,0
10-11-1990,26.4,20.2,32.6,0
11-11-1990,26.1,20.2,32,0
12-11-1990,26.7,20.5,33,0
13-11-1990,23.8,19.3,32.1,0
14-11-1990,26.5,19.6,33.7,0
15-11-1990,28.2,21.8,33.7,0
16-11-1990,29.4,25.4,34.4,0
17-11-1990,29.6,25,35.6,0
18-11-1990,28.7,25.5,32.5,0
19-11-1990,27.8,25.2,32.1,
20-11-1990,28.1,23.5,32.9,0
21-11-1990,26.6,22.9,33.8,0
22-11-1990,26.4,19.6,33.3,0
23-11-1990,27.4,19.5,34.2,0
24-11-1990,28.4,23,34.2,0
25-11-1990,28,22.8,34.5,0
26-11-1990,29.6,23,34.7,
27-11-1990,29.3,23.8,35.1,
28-11-1990,28.5,24.1,35,0
29-11-1990,28.4,24.8,33.8,0
30-11-1990,27.4,20,33.4,0
01-12-1990,27.2,21.5,33.3,0
02-12-1990,26.5,21.1,33.5,0
03-12-1990,28.1,22.4,34.6,0
04-12-1990,28.4,23.5,34.9,0
05-12-1990,28.8,23.3,34.7,13
06-12-1990,27,23.5,34.1,0
07-12-1990,27.5,22.5,34.3,0
08-12-1990,26.9,21.9,33.1,0
09-12-1990,23.9,,30.8,0
10-12-1990,24.4,17,31.9,0
11-12-1990,27.7,18.2,34.1,0
12-12-1990,27.7,23,33.7,0
13-12-1990,26.8,21,33.2,0
14-12-1990,24.9,,31.3,0
15-12-1990,24.9,17.8,32.3,0
16-12-1990,24.3,18.5,30.7,0
17-12-1990,24.6,18.8,31.3,0
18-12-1990,26.1,20.1,31.8,0
19-12-1990,26.3,,32,0
20-12-1990,24,17.2,31.2,0
21-12-1990,23.8,16.6,33,0
22-12-1990,25.2,17.8,33.3,0
23-12-1990,25.4,,32.5,0
24-12-1990,25.2,18,31.7,0
25-12-1990,26,19.2,32.2,0
26-12-1990,25.9,20.5,32.2,0
27-12-1990,,,,
28-12-1990,25.6,,32.1,0
29-12-1990,24.9,19.3,29.8,0
30-12-1990,22.9,,26.7,0
31-12-1990,20.1,,24,0
01-01-1991,18.4,10.3,25.1,0
02-01-1991,17.9,11,,0
03-01-1991,18.8,10,26.6,0
04-01-1991,20.5,11.9,29.2,0
05-01-1991,22.2,14.1,30.6,0
06-01-1991,22.3,15.2,29.2,0
07-01-1991,22,15.6,28.6,0
08-01-1991,20.4,14.1,28.6,0
09-01-1991,20.9,14.1,27.9,0
10-01-1991,20.4,13.4,26.9,0
11-01-1991,20.5,13.8,26.3,0
12-01-1991,20.7,12.1,27.1,0
13-01-1991,21.5,16.2,29,0
14-01-1991,21.5,13.7,30.1,0
15-01-1991,22.6,14.4,30.7,0
16-01-1991,22.1,15.9,30.3,0
17-01-1991,24.1,16.8,31,0
18-01-1991,21.7,16.3,28.5,0
19-01-1991,22.3,16,32.4,0
20-01-1991,24.1,17.5,32,0
21-01-1991,23.4,18.3,33.2,0
22-01-1991,23.8,17.2,32.8,0
23-01-1991,24.3,17.8,32.1,0
24-01-1991,25.7,16.7,33.2,0
25-01-1991,25.6,18.8,33.8,0
26-01-1991,26.7,20.8,35.6,0
27-01-1991,27.4,20.2,36.1,0
28-01-1991,26.3,17.7,35.2,0
29-01-1991,26.6,17.9,33.1,0
30-01-1991,25.3,18.2,34,0
31-01-1991,24.3,18,30.7,0
01-02-1991,23,17,29.3,0
02-02-1991,22,16,29.3,0
03-02-1991,22.1,14.2,28.5,0
04-02-1991,23.2,15.8,31.2,0
05-02-1991,23.2,,30.8,0
06-02-1991,23.9,17,30.6,0
07-02-1991,25.1,15.7,31,0
08-02-1991,25.3,17.6,32.7,0
09-02-1991,26.5,19.2,32.3,0
10-02-1991,26.6,20.9,33.1,0
11-02-1991,25,19.2,30.8,0
12-02-1991,23.4,19,29,0
13-02-1991,23.4,16.6,31.1,0
14-02-1991,24.6,17,31,0
15-02-1991,24.3,17.1,32.3,0
16-02-1991,23.3,17.4,28.7,0
17-02-1991,21.6,15,26.7,0
18-02-1991,21.8,14.2,27.7,0
19-02-1991,22.2,13.7,29.5,0
20-02-1991,22.2,15.8,28.9,0
21-02-1991,24.7,,,0
22-02-1991,25.7,20,31,0
23-02-1991,24.5,18.4,30.2,0
24-02-1991,25,18.7,,0
25-02-1991,25.3,19,31.2,0
26-02-1991,23.9,,30.3,0
27-02-1991,24,17.9,,
28-02-1991,23.7,18,,0
01-03-1991,23.2,16.8,28.5,0
02-03-1991,25.3,18.5,32,0
03-03-1991,25.6,,30.9,0
04-03-1991,23.7,19.2,30,0
05-03-1991,24.3,18.4,30.4,106.9
06-03-1991,25.5,19.9,30.3,0
07-03-1991,24.9,18.4,30,0
08-03-1991,22.6,18.7,,
09-03-1991,26.2,18.2,32.8,0
10-03-1991,26.1,19.8,31.2,
11-03-1991,26,20.2,31.3,0
12-03-1991,26.2,19.1,32.6,0
13-03-1991,25.9,19.5,31.6,0
14-03-1991,26.6,19.3,31,0
15-03-1991,26.4,20.7,32,0
16-03-1991,25.8,19.8,33.1,0
17-03-1991,26.2,16.5,32.9,0
18-03-1991,26.4,20,32.7,0
19-03-1991,26.8,20.2,31.9,0
20-03-1991,26.1,20.2,32,0
21-03-1991,25.4,20.7,31.3,0
22-03-1991,25.6,20.5,30.8,0
23-03-1991,24.9,21.2,29.4,0
24-03-1991,25.6,20.7,31.2,0
25-03-1991,28.5,20.1,35.7,0
26-03-1991,30.3,20.1,38.7,0
27-03-1991,28.3,24.5,33,0
28-03-1991,27.9,24.1,32.9,0
29-03-1991,29.4,,33.3,0
30-03-1991,28.5,25,34.3,0
31-03-1991,28.8,25.7,33.7,0
01-04-1991,29,25.9,33.3,0
02-04-1991,28.6,25.8,32,0
03-04-1991,29,26.1,33,0
04-04-1991,29.2,25.1,33.6,
05-04-1991,27.2,22.6,33.3,0.5
06-04-1991,28.7,24.5,33.9,0
07-04-1991,27.8,24.6,32.7,0
08-04-1991,28.9,22.5,33.6,0
09-04-1991,28.7,24.4,33.3,0
10-04-1991,28,24.3,31.8,0
11-04-1991,28.1,23.6,32.3,0
12-04-1991,28,23.6,32.1,0
13-04-1991,29.2,24.5,32.9,0
14-04-1991,30.2,25.3,34.7,0
15-04-1991,29.1,24.3,33,0
16-04-1991,28.2,24.5,33,0
17-04-1991,30.2,25.4,36.5,0
18-04-1991,30.3,23.1,35.8,0
19-04-1991,29.8,25.6,34.9,0
20-04-1991,29.3,24.1,33.4,0
21-04-1991,28.9,24.3,33.3,0
22-04-1991,29.2,24.5,33.3,0
23-04-1991,28.2,24.2,32.3,0
24-04-1991,29.2,24.5,32.7,0
25-04-1991,29.7,25.6,33.4,0
26-04-1991,29,24.7,32.6,0
27-04-1991,29.2,25.1,,0
28-04-1991,29.5,26.5,32.9,0
29-04-1991,28.8,26.3,32.5,0
30-04-1991,29.4,25.7,32.4,0
01-05-1991,29.5,26.9,32.6,0
02-05-1991,29.3,25.5,32.8,0
03-05-1991,29.9,26,34.3,0
04-05-1991,29.5,25.7,32.7,0
05-05-1991,29.4,25.7,32.8,0
06-05-1991,29.4,25.6,32.8,0
07-05-1991,29.3,26.1,33,0
08-05-1991,29.7,27.3,33.1,0
09-05-1991,30.1,26.6,33,0
10-05-1991,30.2,28,33,0
11-05-1991,29.4,25.7,,0
12-05-1991,30.2,27.4,35.2,0
13-05-1991,30.1,27,34.2,0
14-05-1991,30.1,26.9,33.6,0
15-05-1991,,,,
16-05-1991,30.5,27.3,32.5,0.5
17-05-1991,30.4,28.5,33.6,0
18-05-1991,30.4,,33.7,0
19-05-1991,30.7,26.1,33.7,0
20-05-1991,30.3,27.3,34,0
21-05-1991,30.6,27.1,34.8,0
22-05-1991,31.1,27.5,33.7,0
23-05-1991,30.8,28.5,34.1,0
24-05-1991,30.9,27.1,33.1,0
25-05-1991,31.3,28.7,34.1,0
26-05-1991,31.2,27.8,34.1,0
27-05-1991,31.1,29.3,34.5,0
28-05-1991,31.2,28,34.2,0
29-05-1991,32.2,29.2,37.1,0
30-05-1991,31.3,29.1,34.1,0
31-05-1991,31.1,27.7,34,0
01-06-1991,31.2,28.5,34,0
02-06-1991,30.7,,,
03-06-1991,31.5,26.9,34.3,0
04-06-1991,31.3,29.2,34.3,0
05-06-1991,31.5,,34.4,0
06-06-1991,29.8,,33.7,6.9
07-06-1991,28,24.4,31.5,179.6
08-06-1991,27,24.6,,55.1
09-06-1991,25,23,29.6,351
10-06-1991,26.8,22.7,,399
11-06-1991,30.1,26.3,32.2,1.8
12-06-1991,30.4,28.2,32.8,0.8
13-06-1991,30.4,28.3,32.7,0
14-06-1991,30.5,28.1,,0
15-06-1991,30.8,27.7,33,0
16-06-1991,30.5,28.3,32.5,
17-06-1991,30.5,28.7,32.6,0
18-06-1991,29.9,28.1,31.7,
19-06-1991,30.1,26.3,31.7,
20-06-1991,29.7,27.3,32.3,
21-06-1991,29.6,27.1,32.5,
22-06-1991,29.9,27.2,32.6,0
23-06-1991,30,27.8,32.5,0
24-06-1991,29.9,27.6,32.5,0
25-06-1991,30.2,26.7,32.8,0.8
26-06-1991,30.3,27.9,32.7,0
27-06-1991,30.3,27.3,33,0
28-06-1991,29.2,,32.4,
29-06-1991,27.9,25.2,31,4.8
30-06-1991,26.7,24.1,28.1,18
01-07-1991,27.8,25.4,31.3,10.9
02-07-1991,26.2,24.2,30.9,43.2
03-07-1991,27.8,23.7,31.2,38.4
04-07-1991,27.5,25.1,30.5,11.7
05-07-1991,29,23.7,31.3,65
06-07-1991,29.8,27.8,31.8,1.3
07-07-1991,29.1,27.4,31.8,0.5
08-07-1991,29.8,,31.8,0
09-07-1991,27.3,,29.8,0.5
10-07-1991,27.1,25,28.9,13.5
11-07-1991,27.3,25.3,30.1,1.5
12-07-1991,26.6,25.2,29.5,27.9
13-07-1991,25.8,24.1,26.4,121.7
14-07-1991,26.2,24.5,27.6,51.1
15-07-1991,26.6,24.6,27.6,42.9
16-07-1991,25.8,24.5,26.9,60.2
17-07-1991,25.9,24.3,27.4,
18-07-1991,26.1,24.4,,
19-07-1991,27.5,25.1,30.5,14.2
20-07-1991,27.6,25.1,30.3,14.5
21-07-1991,27.4,25,30.4,14.5
22-07-1991,28.4,24.6,30.6,16
23-07-1991,28.1,24.5,30.4,0
24-07-1991,28.2,24.6,30.2,30.2
25-07-1991,26.8,25.5,29.3,8.6
26-07-1991,26.6,24.7,29.4,15.2
27-07-1991,26.2,,,0
28-07-1991,27.1,,29.7,
29-07-1991,27.6,25,29.6,18.5
30-07-1991,27.5,26,29.9,5.6
31-07-1991,27.6,,29.6,0
01-08-1991,27.8,25.8,30.2,5.8
02-08-1991,26.6,25.1,29.9,1.5
03-08-1991,27.3,24.8,30.5,8.9
04-08-1991,27.8,25.4,30,5.3
05-08-1991,26.9,25,29.7,4.3
06-08-1991,26.4,24.5,29.7,10.2
07-08-1991,27.6,,30.2,0
08-08-1991,27,,29.5,
09-08-1991,27.1,24.6,29.7,
10-08-1991,28,25.4,30.6,3
11-08-1991,27.9,,30.4,6.6
12-08-1991,27.7,25,30.1,8.1
13-08-1991,26.9,24.7,30.3,7.4
14-08-1991,27.5,24.3,30.3,17.5
15-08-1991,26.9,,29.7,0
16-08-1991,26.8,24.5,30.3,8.6
17-08-1991,27.3,24.7,29.7,25.9
18-08-1991,26.7,24.6,29.8,11.4
19-08-1991,27.7,24.5,30.1,21.6
20-08-1991,26.4,25,30.3,11.2
21-08-1991,26.9,24.3,29.9,16.5
22-08-1991,26.7,24.5,30,9.4
23-08-1991,27,23.9,30.5,9.7
24-08-1991,26.7,24.3,28.5,5.8
25-08-1991,27.6,24.8,30.6,12.2
26-08-1991,27.4,23.7,30.2,6.4
27-08-1991,27.8,25.7,29.9,0
28-08-1991,27.5,25.1,30.5,1
29-08-1991,27.6,24.7,30.9,1.3
30-08-1991,27.8,26,30,0
31-08-1991,27.1,,30.3,4.1
01-09-1991,26.4,23.8,30.2,9.7
02-09-1991,26.4,23.7,28.1,17.8
03-09-1991,26.2,23.9,28.5,8.4
04-09-1991,27.2,24.3,30,8.4
05-09-1991,27.3,24.6,30.6,2
06-09-1991,27.1,24.8,,3.3
07-09-1991,27.9,24.5,30.5,4.3
08-09-1991,27.6,,31.1,0
09-09-1991,27.3,25.5,30.8,
10-09-1991,26.8,24.2,,
11-09-1991,27.6,24.1,30.6,0
12-09-1991,27.1,23.5,31.2,0
13-09-1991,27.4,23.9,30.8,0
14-09-1991,27.9,24.9,30.9,0
15-09-1991,27.6,24.3,,0
16-09-1991,27.5,23.9,30.8,0
17-09-1991,27.5,,31.1,0
18-09-1991,26.9,24,30.1,
19-09-1991,26.9,23.8,31,0
20-09-1991,27.5,23.7,30.5,
21-09-1991,28.3,25.6,30.6,0
22-09-1991,28.8,25.9,32.4,0
23-09-1991,28.8,25.1,32.5,0
24-09-1991,28.8,26.6,31.5,0
25-09-1991,28.7,25.3,,0.3
26-09-1991,28.3,25,31.7,0
27-09-1991,28.1,25.2,31.2,0
28-09-1991,28.4,26,,0
29-09-1991,28.3,,31.9,0
30-09-1991,28.9,25.9,32.1,0
01-10-1991,28.6,25.7,32,0
02-10-1991,28.7,,,0
03-10-1991,29,24,35.5,0
04-10-1991,28.8,21.9,34.6,0
05-10-1991,26.7,,33,
06-10-1991,27.4,22.1,,0
07-10-1991,27.9,22.1,32.3,0
08-10-1991,27.3,,31.1,0
09-10-1991,27,23.7,31.4,0
10-10-1991,27.6,23.8,31.3,0
11-10-1991,27.4,24.9,31.6,0
12-10-1991,28.1,24.7,31.5,0
13-10-1991,27.6,23.2,31.7,0
14-10-1991,27.6,24.1,32,0
15-10-1991,27.6,23.7,31.3,0
16-10-1991,28.3,23,33.5,0
17-10-1991,29.9,24.5,36,0
18-10-1991,29.6,24.6,36.3,0
19-10-1991,29.3,23.8,35.7,0
20-10-1991,29.9,24,36.2,0
21-10-1991,29.6,23.6,36.4,0
22-10-1991,29.8,24.9,36.7,0
23-10-1991,30,23.7,36.3,0
24-10-1991,27.8,,,0
25-10-1991,27.6,21.4,35.6,0
26-10-1991,25.2,21.3,,0
27-10-1991,27.3,19.9,36.2,0
28-10-1991,28.3,21.1,36.6,0
29-10-1991,28.4,20.2,36.9,0
30-10-1991,29.3,,36.1,0
31-10-1991,27.9,21.9,35.6,0
01-11-1991,27.3,21.5,34.9,0
02-11-1991,27,19.4,35.3,0
03-11-1991,26.4,18.9,34.8,0
04-11-1991,26.8,19.1,35.2,0
05-11-1991,27.6,22.1,34.7,0
06-11-1991,28.9,21.3,34.8,0
07-11-1991,26.9,23.3,33.9,0
08-11-1991,27.4,22.2,32.7,0
09-11-1991,26.9,22,31.9,0
10-11-1991,25.7,,32.8,0
11-11-1991,27.3,19.3,34,0
12-11-1991,26.7,19.9,34.4,0
13-11-1991,28.2,21,35,0
14-11-1991,27.8,21.9,35.6,0
15-11-1991,27.6,21.1,35.1,0
16-11-1991,28.5,22.4,34,0
17-11-1991,28.2,23.8,33.6,
18-11-1991,27.8,24.8,33.4,0
19-11-1991,27.9,23.9,,0
20-11-1991,28,23.3,34.2,0
21-11-1991,26.7,,35.4,0
22-11-1991,26.6,20,32.6,0
23-11-1991,28.6,22.9,34.6,
