time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-08-18,27.6,26.3,29.8,6.4,,171.0,7.9,,1002.1,
2021-08-19,28.0,25.9,31.4,9.0,,176.0,9.0,,1002.5,
2021-08-20,27.7,25.4,31.3,7.4,,169.0,9.4,,1004.8,
2021-08-21,28.5,25.9,31.9,3.8,,176.0,11.6,,1007.3,
2021-08-22,28.6,25.9,32.4,3.2,,192.0,7.3,,1007.1,
2021-08-23,29.2,26.5,33.3,5.0,,197.0,9.5,,1005.8,
2021-08-24,29.0,26.3,32.3,9.0,,216.0,6.2,,1004.9,
2021-08-25,29.2,26.7,33.4,20.9,,210.0,6.6,,1002.6,
2021-08-26,28.3,26.8,31.8,5.7,,217.0,5.6,,1002.0,
2021-08-27,27.6,26.2,29.5,4.2,,9.0,3.4,,1003.2,
2021-08-28,28.7,26.1,33.0,9.7,,58.0,7.2,,1001.3,
2021-08-29,28.4,25.7,32.8,8.3,,77.0,5.7,,1001.7,
2021-08-30,28.4,25.2,32.2,5.4,,111.0,7.1,,1004.6,
2021-08-31,28.4,25.6,32.6,6.7,,137.0,7.3,,1007.0,
2021-09-01,28.8,24.8,32.9,0.8,,164.0,8.1,,1007.5,
2021-09-02,28.8,26.0,33.3,5.0,,176.0,5.5,,1006.3,
2021-09-03,28.3,25.7,31.9,18.5,,132.0,3.9,,1004.7,
2021-09-04,28.6,25.7,32.7,10.6,,184.0,3.5,,1003.6,
2021-09-05,29.1,25.9,33.4,3.6,,76.0,4.4,,1003.2,
2021-09-06,28.4,26.2,32.0,8.7,,46.0,13.5,,1002.9,
2021-09-07,28.8,26.3,32.0,3.4,,107.0,10.4,,1003.7,
2021-09-08,27.8,25.7,29.9,4.9,,141.0,5.3,,1005.4,
2021-09-09,27.9,25.8,30.6,8.0,,176.0,4.2,,1005.2,
2021-09-10,28.2,25.7,31.3,4.9,,72.0,3.2,,1004.2,
2021-09-11,27.0,25.3,31.2,38.7,,48.0,7.3,,1002.6,
2021-09-12,28.2,25.7,32.5,4.3,,35.0,11.2,,999.7,
2021-09-13,27.1,26.3,29.0,48.6,,33.0,20.4,,994.2,
2021-09-14,27.2,26.1,30.3,113.4,,162.0,19.0,,998.9,
2021-09-15,27.4,25.5,30.3,16.7,,165.0,12.1,,1004.2,
2021-09-16,27.9,25.3,31.4,8.4,,152.0,5.6,,1005.0,
2021-09-17,27.9,25.1,31.6,14.9,,181.0,5.5,,1004.7,
2021-09-18,28.5,25.5,32.2,1.6,,198.0,5.6,,1006.4,
2021-09-19,27.3,25.6,30.2,7.4,,191.0,5.2,,1008.0,
2021-09-20,27.4,25.2,30.8,6.6,,187.0,2.9,,1006.6,
2021-09-21,27.0,25.0,30.4,11.6,,337.0,4.6,,1004.3,
2021-09-22,26.8,24.9,29.6,13.1,,225.0,6.9,,1003.0,
2021-09-23,27.2,25.1,30.0,10.4,,137.0,5.3,,1005.5,
2021-09-24,28.2,23.8,32.8,0.2,,140.0,5.9,,1006.9,
2021-09-25,28.7,25.1,32.6,0.5,,110.0,4.5,,1005.6,
2021-09-26,28.6,26.1,33.0,1.5,,49.0,11.9,,1003.8,
2021-09-27,27.9,25.6,31.9,4.5,,72.0,9.6,,1004.2,
2021-09-28,27.2,24.8,30.8,11.2,,67.0,5.2,,1006.3,
2021-09-29,27.2,25.2,30.4,14.9,,226.0,5.5,,1006.6,
2021-09-30,26.8,25.0,29.9,17.9,,184.0,10.2,,1008.2,
2021-10-01,27.5,24.8,31.5,17.2,,187.0,8.3,,1008.5,
2021-10-02,28.3,25.9,31.8,12.7,,210.0,7.2,,1008.4,
2021-10-03,28.3,25.3,32.4,11.8,,201.0,6.3,,1007.4,
2021-10-04,28.4,24.8,32.2,6.0,,191.0,4.8,,1007.0,
2021-10-05,28.1,25.4,32.3,1.2,,127.0,3.5,,1008.5,
2021-10-06,28.5,25.2,32.9,0.8,,177.0,4.1,,1007.8,
2021-10-07,29.1,26.0,32.8,0.9,,207.0,5.6,,1006.4,
2021-10-08,29.0,25.8,33.4,0.8,,191.0,4.6,,1005.6,
2021-10-09,28.8,24.9,33.2,0.0,,52.0,4.8,,1005.8,
2021-10-10,27.8,23.0,32.9,0.0,,355.0,4.5,,1006.5,
2021-10-11,27.7,22.5,33.0,0.0,,23.0,5.2,,1006.0,
2021-10-12,28.3,23.5,33.1,0.0,,0.0,5.0,,1005.5,
2021-10-13,28.9,24.2,33.8,0.0,,14.0,5.8,,1004.8,
2021-10-14,28.1,24.2,32.8,1.8,,31.0,7.7,,1004.7,
2021-10-15,28.7,25.8,33.8,1.2,,76.0,6.9,,1003.4,
2021-10-16,27.7,24.8,32.8,5.6,,47.0,6.7,,1004.4,
2021-10-17,26.9,25.0,31.5,20.0,,53.0,6.9,,1005.3,
2021-10-18,26.2,24.2,28.7,20.9,,202.0,6.1,,1004.7,
2021-10-19,26.9,25.0,30.2,15.3,,182.0,10.4,,1007.9,
2021-10-20,27.0,24.6,30.9,0.8,,237.0,6.3,,1010.6,
2021-10-21,26.0,21.9,31.0,0.0,,253.0,5.2,,1011.1,
2021-10-22,25.0,19.8,31.6,0.0,,210.0,4.5,,1012.0,
2021-10-23,24.8,18.7,31.5,0.0,,25.0,3.9,,1013.5,
2021-10-24,24.7,19.2,30.8,0.0,,25.0,4.4,,1013.9,
2021-10-25,24.5,18.6,30.5,0.0,,12.0,5.3,,1012.5,
2021-10-26,24.3,18.8,30.2,0.0,,16.0,6.3,,1011.8,
2021-10-27,25.2,20.4,30.3,0.0,,37.0,8.6,,1012.8,
2021-10-28,25.3,20.9,30.4,0.0,,40.0,9.1,,1013.3,
2021-10-29,24.9,20.4,30.5,0.0,,42.0,8.3,,1014.6,
2021-10-30,25.1,20.1,30.8,0.0,,43.0,7.1,,1014.5,
2021-10-31,25.1,20.3,30.9,0.0,,13.0,6.7,,1013.8,
2021-11-01,24.5,19.7,30.3,0.0,,358.0,4.3,,1013.8,
2021-11-02,25.1,19.9,30.1,0.0,,68.0,5.6,,1014.4,
2021-11-03,24.9,21.0,30.1,0.0,,72.0,4.7,,1013.8,
2021-11-04,24.2,19.1,30.2,0.0,,41.0,4.7,,1013.2,
2021-11-05,23.9,18.7,30.0,0.0,,49.0,5.4,,1013.0,
2021-11-06,22.5,16.7,29.4,0.0,,28.0,5.6,,1011.7,
2021-11-07,22.3,15.7,29.3,0.0,,25.0,5.6,,1011.9,
2021-11-08,22.2,15.7,29.8,0.0,,23.0,7.0,,1012.7,
2021-11-09,22.5,15.4,30.0,0.0,,29.0,6.5,,1013.3,
2021-11-10,23.0,15.9,30.5,0.0,,20.0,6.3,,1012.5,
2021-11-11,24.6,18.3,31.1,0.0,,36.0,9.0,,1011.3,
2021-11-12,25.8,21.6,31.6,9.7,,55.0,5.8,,1011.8,
2021-11-13,24.7,23.2,27.1,34.4,,34.0,5.4,,1012.1,
2021-11-14,24.6,23.2,28.0,34.4,,53.0,4.2,,1011.5,
2021-11-15,24.2,21.0,27.2,14.4,,83.0,7.1,,1010.5,
2021-11-16,23.7,20.4,28.7,0.0,,43.0,8.1,,1011.5,
2021-11-17,23.0,18.3,28.6,0.0,,37.0,8.3,,1013.5,
2021-11-18,22.3,18.0,28.4,0.0,,26.0,6.5,,1012.2,
2021-11-19,22.9,17.7,29.0,0.0,,37.0,5.2,,1010.4,
2021-11-20,25.3,20.5,30.5,0.0,,58.0,4.9,,1010.2,
2021-11-21,25.4,21.6,30.4,0.0,,57.0,4.8,,1011.5,
2021-11-22,25.5,22.2,29.9,0.1,,194.0,4.2,,1011.7,
2021-11-23,24.7,20.1,30.3,0.0,,15.0,4.0,,1011.5,
2021-11-24,23.6,19.1,29.6,0.0,,21.0,5.5,,1012.9,
2021-11-25,23.1,17.9,29.8,0.0,,37.0,4.5,,1013.2,
2021-11-26,22.4,17.7,28.9,0.0,,31.0,5.1,,1013.7,
2021-11-27,21.2,16.5,28.0,0.0,,24.0,6.9,,1015.1,
2021-11-28,19.7,13.6,26.9,0.0,,25.0,6.5,,1016.3,
2021-11-29,19.6,13.9,27.0,0.0,,15.0,5.7,,1016.2,
2021-11-30,19.7,14.2,26.9,0.0,,24.0,7.5,,1015.9,
2021-12-01,19.7,13.4,27.3,0.0,,33.0,8.2,,1015.4,
2021-12-02,20.2,13.5,27.6,0.0,,9.0,6.2,,1014.7,
2021-12-03,21.1,14.7,27.7,0.0,,24.0,6.9,,1015.0,
2021-12-04,21.6,20.3,23.3,0.7,,32.0,8.4,,1014.7,
2021-12-05,21.6,20.4,24.5,4.7,,40.0,14.5,,1013.5,
2021-12-06,22.4,18.4,27.6,0.5,,37.0,8.1,,1012.6,
2021-12-07,22.3,17.7,28.1,0.0,,41.0,6.5,,1014.6,
2021-12-08,22.2,16.7,28.7,0.0,,43.0,8.1,,1016.2,
2021-12-09,22.6,19.1,27.1,0.0,,35.0,6.9,,1017.7,
2021-12-10,21.7,18.3,27.8,0.0,,69.0,4.7,,1017.6,
2021-12-11,21.6,16.5,27.9,0.0,,40.0,5.8,,1017.3,
2021-12-12,21.2,17.4,27.1,0.0,,44.0,6.1,,1018.1,
2021-12-13,19.6,14.3,26.2,0.0,,346.0,4.4,,1017.0,
2021-12-14,19.0,13.4,26.0,0.0,,34.0,5.0,,1016.2,
2021-12-15,18.6,12.9,25.6,0.0,,29.0,6.5,,1016.2,
2021-12-16,18.2,12.9,25.1,0.0,,44.0,7.5,,1017.0,
2021-12-17,18.6,11.1,25.9,0.0,,42.0,5.5,,1017.1,
2021-12-18,19.6,12.9,27.4,0.0,,35.0,6.9,,1016.4,
2021-12-19,18.0,13.0,24.0,0.0,,13.0,7.5,,1017.6,
2021-12-20,14.6,8.2,21.5,0.0,,24.0,6.4,,1018.1,
2021-12-21,15.0,9.1,22.8,0.0,,338.0,5.6,,1016.8,
2021-12-22,16.2,9.7,24.5,0.0,,17.0,5.3,,1014.8,
2021-12-23,16.6,9.2,25.5,0.0,,13.0,5.7,,1014.6,
2021-12-24,17.8,10.4,26.6,0.0,,131.0,5.6,,1014.3,
2021-12-25,19.7,12.6,27.9,0.0,,138.0,6.1,,1014.2,
2021-12-26,20.2,14.1,27.6,0.0,,29.0,4.7,,1016.2,
2021-12-27,20.0,13.7,27.7,0.0,,137.0,5.7,,1017.2,
2021-12-28,20.6,15.6,27.2,11.7,,100.0,5.2,,1016.7,
2021-12-29,19.3,17.8,21.5,21.9,,104.0,6.2,,1017.1,
2021-12-30,19.3,16.3,24.1,3.7,,20.0,6.5,,1020.1,
2021-12-31,18.3,14.8,24.0,0.0,,42.0,6.9,,1020.6,
2022-01-01,17.6,12.7,23.1,0.0,,20.0,6.1,,1020.3,
2022-01-02,17.3,12.0,23.0,0.0,,23.0,5.8,,1018.8,
2022-01-03,16.7,11.6,23.8,0.0,,32.0,5.2,,1017.4,
2022-01-04,17.1,10.6,25.1,0.0,,24.0,4.7,,1017.3,
2022-01-05,18.5,12.9,25.5,0.0,,12.0,3.0,,1016.8,
2022-01-06,19.1,13.8,26.5,0.0,,4.0,4.1,,1016.0,
2022-01-07,19.7,14.0,27.1,0.0,,32.0,5.9,,1016.5,
2022-01-08,19.7,14.1,27.3,0.0,,163.0,4.7,,1016.5,
2022-01-09,20.0,15.1,27.7,0.0,,93.0,4.9,,1014.4,
2022-01-10,19.9,16.4,23.3,0.5,,19.0,4.9,,1015.7,
2022-01-11,19.4,16.9,22.0,15.1,,40.0,3.5,,1015.8,
2022-01-12,18.7,16.4,22.1,2.2,,154.0,4.3,,1015.3,
2022-01-13,18.9,14.8,24.7,0.0,,46.0,6.5,,1015.8,
2022-01-14,18.9,16.1,23.0,0.0,,44.0,8.0,,1015.7,
2022-01-15,18.8,15.5,23.8,0.5,,32.0,6.6,,1016.4,
2022-01-16,18.0,13.5,23.4,0.0,,35.0,6.5,,1018.3,
2022-01-17,17.1,11.4,23.4,0.0,,21.0,5.3,,1019.0,
2022-01-18,16.4,10.6,23.2,0.0,,5.0,5.4,,1016.7,
2022-01-19,16.6,10.2,23.3,0.0,,0.0,5.8,,1014.5,
2022-01-20,16.4,10.8,23.7,0.0,,27.0,4.7,,1012.0,
2022-01-21,18.1,11.1,26.0,0.2,,61.0,4.3,,1011.1,
2022-01-22,19.5,13.9,26.8,0.0,,110.0,4.4,,1009.7,
2022-01-23,19.6,16.7,23.9,4.8,,140.0,4.8,,1009.4,
2022-01-24,20.2,16.1,25.7,0.7,,316.0,4.6,,1010.6,
2022-01-25,18.5,14.4,23.6,0.0,,22.0,6.6,,1012.3,
2022-01-26,18.5,14.6,24.0,0.2,,349.0,7.8,,1013.3,
2022-01-27,16.3,11.7,22.2,0.0,,349.0,7.2,,1015.4,
2022-01-28,14.9,9.2,21.6,0.0,,4.0,6.3,,1016.7,
2022-01-29,16.0,8.4,23.0,0.0,,5.0,5.1,,1016.5,
2022-01-30,16.6,9.7,25.2,0.0,,204.0,4.5,,1013.2,
2022-01-31,18.1,11.1,27.4,0.0,,201.0,4.6,,1011.9,
2022-02-01,18.9,12.1,27.5,0.0,,129.0,4.6,,1010.5,
2022-02-02,20.2,12.7,28.8,0.0,,75.0,4.7,,1011.9,
2022-02-03,21.2,13.2,29.0,0.0,,137.0,9.6,,1010.6,
2022-02-04,20.4,15.1,25.6,22.1,,212.0,10.6,,1008.9,
2022-02-05,17.7,13.1,24.3,0.0,,0.0,6.3,,1012.7,
2022-02-06,17.3,10.3,25.5,0.0,,351.0,5.9,,1016.0,
2022-02-07,18.3,11.7,26.9,0.0,,342.0,5.2,,1015.2,
2022-02-08,18.9,11.4,27.5,0.0,,26.0,5.3,,1013.9,
2022-02-09,21.1,13.5,28.3,0.0,,154.0,10.1,,1013.5,
2022-02-10,21.2,17.2,26.1,0.7,,129.0,6.2,,1013.7,
2022-02-11,18.9,13.0,25.4,0.0,,338.0,7.4,,1014.8,
2022-02-12,17.9,11.3,25.8,0.0,,29.0,6.0,,1014.6,
2022-02-13,17.5,9.7,26.1,0.0,,9.0,5.4,,1013.6,
2022-02-14,18.4,10.6,27.5,0.0,,8.0,5.1,,1012.9,
2022-02-15,19.6,12.6,28.1,0.0,,53.0,5.5,,1012.3,
2022-02-16,21.1,13.4,28.9,0.0,,53.0,5.4,,1010.1,
2022-02-17,21.7,16.1,29.2,0.0,,71.0,5.8,,1010.1,
2022-02-18,21.7,14.9,29.6,0.0,,45.0,6.8,,1011.6,
2022-02-19,22.7,14.5,30.4,0.0,,321.0,5.8,,1012.1,
2022-02-20,24.4,18.6,31.2,0.0,,249.0,9.1,,1008.2,
2022-02-21,22.2,14.1,29.9,0.0,,187.0,8.1,,1009.0,
2022-02-22,21.0,13.0,29.6,0.0,,35.0,5.8,,1013.2,
2022-02-23,21.9,14.4,31.2,0.0,,143.0,6.2,,1015.7,
2022-02-24,24.4,18.2,32.5,0.0,,172.0,9.1,,1014.9,
2022-02-25,24.8,18.1,32.8,0.0,,175.0,8.0,,1014.3,
2022-02-26,24.4,17.8,32.1,0.0,,21.0,7.1,,1015.8,
2022-02-27,25.0,17.6,33.2,0.0,,102.0,6.1,,1015.0,
2022-02-28,24.6,17.8,32.3,0.0,,39.0,5.5,,1014.3,
2022-03-01,25.3,18.1,32.8,0.0,,8.0,6.4,,1014.6,
2022-03-02,25.3,17.9,33.0,0.0,,38.0,5.2,,1014.4,
2022-03-03,25.1,17.7,33.0,0.0,,67.0,4.9,,1014.3,
2022-03-04,25.1,17.5,33.6,0.0,,347.0,6.5,,1013.4,
2022-03-05,25.6,18.4,33.6,0.0,,209.0,7.6,,1011.8,
2022-03-06,25.1,16.9,33.0,0.0,,29.0,6.9,,1012.5,
2022-03-07,25.3,17.5,33.5,0.0,,20.0,5.2,,1012.9,
2022-03-08,25.5,18.4,33.6,0.0,,6.0,6.1,,1011.8,
2022-03-09,25.3,16.9,33.9,0.0,,32.0,6.4,,1011.6,
2022-03-10,26.1,17.5,35.1,0.0,,40.0,8.1,,1011.1,
2022-03-11,26.6,18.1,34.7,0.0,,7.0,6.5,,1010.8,
2022-03-12,26.8,19.8,34.7,0.0,,331.0,7.0,,1010.3,
2022-03-13,25.8,18.2,34.3,0.0,,17.0,6.0,,1010.7,
2022-03-14,26.2,17.6,35.1,0.0,,332.0,6.3,,1010.3,
2022-03-15,27.5,18.5,36.4,0.0,,273.0,4.7,,1007.5,
2022-03-16,28.1,21.0,36.6,0.0,,134.0,5.7,,1005.5,
2022-03-17,29.3,21.0,37.9,0.0,,159.0,6.6,,1005.7,
2022-03-18,29.6,21.5,37.8,0.0,,161.0,7.1,,1007.0,
2022-03-19,30.1,24.2,37.0,0.0,,189.0,6.8,,1005.7,
2022-03-20,29.9,22.1,38.1,0.0,,185.0,6.8,,1004.6,
2022-03-21,30.4,24.0,37.7,0.0,,174.0,7.5,,1005.7,
2022-03-22,30.3,23.8,38.3,0.0,,168.0,7.6,,1006.0,
2022-03-23,29.4,21.7,38.0,0.0,,134.0,5.7,,1006.6,
2022-03-24,29.4,20.4,38.5,0.0,,195.0,5.8,,1006.4,
2022-03-25,30.7,23.9,38.2,0.0,,202.0,9.9,,1006.6,
2022-03-26,32.0,26.4,38.6,0.0,,212.0,8.0,,1007.6,
2022-03-27,30.1,21.3,38.4,0.0,,312.0,6.9,,1009.1,
2022-03-28,29.4,20.8,38.3,0.0,,178.0,7.2,,1007.9,
2022-03-29,30.1,19.9,39.9,0.0,,180.0,7.7,,1005.9,
2022-03-30,30.2,21.5,40.0,0.0,,167.0,7.1,,1005.7,
2022-03-31,31.2,22.5,40.4,0.0,,175.0,9.0,,1006.5,
2022-04-01,31.8,24.6,40.6,0.0,,181.0,11.1,,1006.3,
2022-04-02,32.0,24.8,40.3,0.0,,170.0,7.0,,1007.5,
2022-04-03,31.5,24.7,40.2,0.0,,177.0,7.1,,1007.6,
2022-04-04,31.8,25.1,40.6,0.0,,188.0,13.1,,1008.1,
2022-04-05,31.8,24.6,40.5,0.0,,187.0,10.6,,1010.2,
2022-04-06,31.7,25.0,40.1,0.0,,184.0,8.2,,1010.4,
2022-04-07,31.9,24.2,39.9,0.0,,182.0,7.8,,1009.5,
2022-04-08,32.6,25.6,40.5,0.0,,181.0,10.7,,1007.5,
2022-04-09,33.0,25.8,40.6,0.0,,190.0,11.8,,1006.1,
2022-04-10,33.5,25.3,41.4,0.0,,195.0,13.3,,1004.7,
2022-04-11,33.5,26.2,42.2,0.0,,192.0,10.6,,1003.9,
2022-04-12,33.6,24.5,41.6,0.0,,176.0,8.8,,1004.0,
2022-04-13,33.9,26.2,41.8,0.0,,197.0,11.3,,1003.1,
2022-04-14,34.6,28.9,41.4,0.0,,199.0,11.2,,1002.8,
2022-04-15,34.0,26.7,41.1,0.0,,191.0,11.4,,1002.8,
2022-04-16,33.2,25.5,41.1,0.0,,185.0,8.7,,1002.6,
2022-04-17,33.1,25.8,41.2,0.0,,194.0,7.3,,1003.3,
2022-04-18,33.4,25.0,42.1,0.0,,206.0,7.1,,1005.1,
2022-04-19,34.0,24.8,42.6,0.0,,189.0,10.0,,1005.8,
2022-04-20,34.0,26.2,42.2,0.0,,171.0,9.5,,1004.7,
2022-04-21,31.7,26.4,39.8,0.7,,161.0,8.9,,1005.2,
2022-04-22,32.6,26.8,39.7,0.0,,172.0,7.3,,1006.6,
2022-04-23,33.4,25.9,40.7,0.0,,193.0,7.1,,1006.2,
2022-04-24,34.1,27.0,41.7,0.0,,189.0,8.3,,1004.4,
2022-04-25,33.3,23.8,41.6,0.0,,181.0,5.8,,1004.1,
2022-04-26,33.3,24.4,41.9,0.0,,179.0,7.1,,1004.6,
2022-04-27,33.7,26.1,42.1,0.0,,184.0,8.4,,1004.1,
2022-04-28,34.3,26.0,42.9,0.0,,179.0,7.3,,1004.6,
2022-04-29,34.4,26.4,42.7,0.0,,182.0,8.2,,1004.2,
2022-04-30,35.0,27.0,43.6,0.0,,190.0,13.0,,1002.1,
2022-05-01,32.1,26.4,41.2,0.0,,146.0,10.0,,1002.0,
2022-05-02,31.5,27.4,40.3,0.0,,165.0,10.6,,1002.9,
2022-05-03,32.5,26.8,41.3,0.0,,173.0,13.6,,1003.9,
2022-05-04,30.4,25.6,37.2,1.5,,146.0,6.5,,1005.4,
2022-05-05,30.5,25.3,36.4,0.8,,135.0,6.3,,1005.4,
2022-05-06,31.4,25.3,38.0,0.0,,123.0,6.3,,1005.2,
2022-05-07,31.9,25.8,38.8,0.0,,157.0,6.4,,1004.6,
2022-05-08,31.9,25.6,38.2,0.0,,142.0,6.4,,1003.8,
2022-05-09,31.3,24.8,37.7,0.0,,108.0,5.9,,1003.6,
2022-05-10,30.5,26.8,37.1,5.6,,110.0,5.7,,1003.6,
2022-05-11,29.6,26.4,34.6,3.1,,159.0,9.1,,1003.6,
2022-05-12,31.2,26.8,36.6,0.3,,183.0,16.5,,1002.6,
2022-05-13,33.3,27.2,39.9,0.0,,199.0,14.8,,1000.2,
2022-05-14,34.2,27.8,42.0,0.0,,192.0,17.1,,1000.1,
2022-05-15,32.9,28.1,41.9,0.0,,183.0,16.7,,1001.9,
2022-05-16,33.7,27.8,41.5,0.0,,191.0,13.4,,1001.7,
2022-05-17,33.1,28.2,39.6,0.0,,188.0,14.4,,1001.5,
2022-05-18,32.3,28.1,38.3,0.0,,179.0,13.7,,1002.9,
2022-05-19,31.8,27.9,37.8,0.3,,188.0,11.2,,1003.9,
2022-05-20,33.4,27.4,39.9,0.0,,203.0,11.9,,1001.2,
2022-05-21,32.5,28.1,41.5,0.1,,190.0,12.8,,998.5,
2022-05-22,31.0,25.8,38.9,3.3,,172.0,10.1,,997.5,
2022-05-23,30.8,25.5,36.3,0.9,,193.0,6.6,,999.0,
2022-05-24,30.2,25.4,36.7,11.5,,157.0,6.4,,1003.2,
2022-05-25,29.8,24.7,36.0,0.0,,181.0,5.5,,1004.6,
2022-05-26,,,,,,,,,,
2022-05-27,,,,,,,,,,
2022-05-28,31.0,25.4,37.2,0.0,,220.0,7.6,,1000.6,
2022-05-29,32.1,26.3,39.2,0.0,,182.0,5.5,,1000.2,
2022-05-30,32.5,28.1,38.0,0.0,,223.0,6.7,,1000.2,
2022-05-31,33.3,26.9,39.8,0.0,,182.0,6.1,,999.0,
2022-06-01,32.3,26.9,39.7,0.0,,152.0,6.3,,999.6,
2022-06-02,33.0,27.3,40.9,0.0,,161.0,7.1,,999.5,
2022-06-03,33.0,27.7,39.9,0.0,,183.0,9.5,,999.4,
2022-06-04,32.0,28.0,39.5,2.5,,171.0,10.7,,1000.3,
2022-06-05,30.9,27.0,39.3,4.2,,168.0,10.8,,1000.9,
2022-06-06,30.8,26.3,37.3,0.0,,166.0,9.8,,1000.6,
2022-06-07,32.4,27.5,39.9,0.0,,186.0,12.0,,999.4,
2022-06-08,33.0,27.1,40.7,0.0,,179.0,9.1,,998.4,
2022-06-09,32.3,28.4,38.6,6.5,,175.0,11.7,,998.5,
2022-06-10,33.2,29.3,39.1,0.3,,194.0,9.8,,999.6,
2022-06-11,33.2,28.2,39.8,0.0,,205.0,12.1,,1000.5,
2022-06-12,33.4,28.0,40.2,0.0,,201.0,10.7,,1001.4,
2022-06-13,32.4,28.5,38.4,0.0,,193.0,8.5,,1003.0,
2022-06-14,33.2,28.4,39.9,0.7,,193.0,9.5,,1002.1,
2022-06-15,30.2,27.6,34.2,6.2,,215.0,8.7,,1003.3,
2022-06-16,30.4,27.0,36.3,4.0,,201.0,10.8,,1003.8,
2022-06-17,28.5,26.8,33.5,15.5,,189.0,11.1,,1004.3,
2022-06-18,28.2,26.3,32.2,22.3,,200.0,8.9,,1004.7,
2022-06-19,27.7,26.3,31.9,11.7,,201.0,9.0,,1003.9,
2022-06-20,28.1,26.3,31.6,16.3,,200.0,8.7,,1002.1,
2022-06-21,27.8,25.3,32.1,3.2,,184.0,7.0,,1000.8,
2022-06-22,28.0,24.6,33.2,1.0,,171.0,3.4,,1002.9,
2022-06-23,28.5,25.8,31.7,7.1,,196.0,6.3,,1003.8,
2022-06-24,27.5,25.8,30.6,33.1,,184.0,5.8,,1002.3,
2022-06-25,27.8,25.7,31.0,2.6,,188.0,5.1,,1000.4,
2022-06-26,28.6,25.3,32.9,2.7,,159.0,7.2,,1002.0,
2022-06-27,29.8,26.1,33.9,0.1,,173.0,10.4,,1003.5,
2022-06-28,30.0,26.4,34.0,0.2,,185.0,10.2,,1002.1,
