time,tavg,tmin,tmax,prcp
18-02-1991,26.3,22,32.7,0
19-02-1991,26,21.4,31.7,0
20-02-1991,26.8,21.9,31,0
21-02-1991,26.7,23,31.6,0
22-02-1991,26.7,22,31.6,0
23-02-1991,26.7,21.9,31.5,0
24-02-1991,26.8,22.9,31.7,0
25-02-1991,27.6,23.3,32.3,0
26-02-1991,27.3,24,31.9,0
27-02-1991,27.7,23.6,32.3,0
28-02-1991,27.2,22.9,31.6,0
01-03-1991,26.8,22.1,31.4,0
02-03-1991,27.8,23,31.8,
03-03-1991,27,23.2,32,0
04-03-1991,28.2,23.9,33.2,0
05-03-1991,28.3,24,33.7,0
06-03-1991,29.3,24,33.3,
07-03-1991,29.4,24.1,34.2,0
08-03-1991,28.4,,32.9,0
09-03-1991,27.5,23.9,32,0
10-03-1991,26.4,23.4,32.3,0
11-03-1991,26.6,22.7,33.4,0
12-03-1991,27.8,21.7,33.6,0
13-03-1991,27,22.3,32.9,0
14-03-1991,27.7,22,32.6,0
15-03-1991,27.7,22.4,32.4,0
16-03-1991,27.7,22.9,34.4,0
17-03-1991,27.8,23.8,33.2,0
18-03-1991,28.4,23.7,35.5,0
19-03-1991,28.1,23.6,36.1,0
20-03-1991,30.4,24.1,38.7,0
21-03-1991,28.9,25.4,36,0
22-03-1991,29.5,,35.9,0
23-03-1991,28.2,23.9,34.6,0
24-03-1991,28.2,,33.6,0
25-03-1991,28.9,24.4,34.1,0
26-03-1991,28.8,25.2,33.8,6.1
27-03-1991,29.6,25.4,,0
28-03-1991,28.2,24.2,33.4,0
29-03-1991,28.1,23.7,33.2,0
30-03-1991,28.9,24.3,34.2,0
31-03-1991,29.8,25,35.2,0
01-04-1991,29.5,25.3,34.9,0
02-04-1991,29.7,25.9,35,0
03-04-1991,29.3,26.1,33.4,0
04-04-1991,29.4,24.6,34.2,0
05-04-1991,29.6,24.9,33.9,0
06-04-1991,30,26.1,34.6,
07-04-1991,30,26.3,34.4,0
08-04-1991,31.1,26.8,36.7,0
09-04-1991,31,27,37.4,0
10-04-1991,31.4,27,36,0
11-04-1991,31.1,26.4,36.2,0
12-04-1991,29.8,24.9,34.9,0
13-04-1991,30.7,26.1,34.4,0
14-04-1991,30.3,26.3,35,0
15-04-1991,30.4,26.8,35.5,0
16-04-1991,30.4,26.5,37.2,0
17-04-1991,29.6,25.8,36.4,0
18-04-1991,29.6,25.1,36.4,0
19-04-1991,30.7,26.3,36.6,0
20-04-1991,31.8,26.9,38.3,0
21-04-1991,32.3,27.1,37.5,0
22-04-1991,30.8,27.5,35.6,0
23-04-1991,32,27.3,36.2,0
24-04-1991,30.8,27.4,36,0
25-04-1991,31.2,,37.6,0
26-04-1991,30.3,,35.9,0
27-04-1991,30.8,25.6,38.9,0
28-04-1991,32.8,26.6,39.4,0
29-04-1991,33.9,29.1,,0
30-04-1991,33.4,28.2,42.2,
01-05-1991,33.1,29,41.9,0
02-05-1991,33.6,29.3,,0
03-05-1991,32.7,,38.2,0
04-05-1991,31.1,,36.7,0
05-05-1991,31.4,28.3,38.6,6.1
06-05-1991,32.6,,38.9,0
07-05-1991,33.4,,40.5,0
08-05-1991,34.2,28.9,39.6,
09-05-1991,35.1,28.7,39.9,0
10-05-1991,32.1,28.4,37.7,
11-05-1991,30.7,,,0
12-05-1991,30.4,,34.9,0
13-05-1991,31.2,26.9,,0
14-05-1991,31,26.8,35.6,0
15-05-1991,,,,
16-05-1991,32.3,26.5,36.7,0
17-05-1991,31.6,27.9,36.7,0
18-05-1991,31.9,27.9,38.8,0
19-05-1991,31.3,28.2,,0
20-05-1991,30.8,28.5,37.4,
21-05-1991,30.6,27.4,36.8,0
22-05-1991,31.5,27.8,37.7,
23-05-1991,32.6,27.9,37.2,0
24-05-1991,32.6,,39.2,0
25-05-1991,32.2,28.9,39.7,5.1
26-05-1991,32.8,29.3,38,0
27-05-1991,30.7,,35.1,0
28-05-1991,31.8,27.9,37.5,0
29-05-1991,32.8,,38.3,0
30-05-1991,32.7,28.7,37.9,
31-05-1991,32.3,28.8,36.8,
01-06-1991,31.2,28.5,35.7,0
02-06-1991,30,28,,0.8
03-06-1991,29.7,26.1,33.4,6.1
04-06-1991,25.4,,26.9,9.1
05-06-1991,27.4,24.2,,131.1
06-06-1991,30.3,26.9,34.7,1
07-06-1991,30.6,26.6,35.9,1.8
08-06-1991,32.2,27.1,37,0
09-06-1991,30.5,27.4,35.5,
10-06-1991,30.8,26.7,36,0
11-06-1991,30.6,27.9,36.6,
12-06-1991,30.3,,36.5,0.5
13-06-1991,30.5,26.4,36.4,1.5
14-06-1991,29.7,,,0
15-06-1991,28.6,24.9,35.4,14.7
16-06-1991,30.3,25,36.5,1.5
17-06-1991,30.3,27.4,34.3,0
18-06-1991,30.8,,35,
19-06-1991,31.2,27.9,36.4,0
20-06-1991,30.9,27.1,36.3,0
21-06-1991,30.3,27,36.5,0
22-06-1991,30.1,27.4,37.5,0
23-06-1991,27.9,,36.5,1
24-06-1991,28.6,23.4,34.2,5.6
25-06-1991,28.6,24.4,34.2,4.8
26-06-1991,28.2,,34.3,0
27-06-1991,29.4,24.9,32.8,0
28-06-1991,30,,35.2,0
29-06-1991,29.9,26.7,34.9,0
30-06-1991,29.7,,34.6,0
01-07-1991,28.9,23.4,33.7,65.5
02-07-1991,29.8,,36,0
03-07-1991,29.2,,35.7,5.6
04-07-1991,27.6,24.7,30,8.4
05-07-1991,29.4,,32.5,0.3
06-07-1991,28.2,,32.4,129.8
07-07-1991,27.1,23.9,,3.8
08-07-1991,26.9,24.7,31.7,0.5
09-07-1991,28.6,24.4,32.2,0.8
10-07-1991,28.3,,34.4,0
11-07-1991,31.2,25.3,35.9,1.8
12-07-1991,29.1,26.5,34,0.5
13-07-1991,31.9,,36.9,0.5
14-07-1991,31,26.9,36.9,0
15-07-1991,29.8,,33,
16-07-1991,30.3,25.8,35,0
17-07-1991,29.2,27.4,34.1,0
18-07-1991,30.2,27,35.9,0
19-07-1991,31.2,26.7,,0
20-07-1991,31.8,27.9,37.9,
21-07-1991,30.9,28.4,,1
22-07-1991,32.5,27.9,37.5,0
23-07-1991,32.3,27.2,37.4,0
24-07-1991,31.9,28.1,36.1,0
25-07-1991,32.7,27.3,,0
26-07-1991,32.4,28.5,36.4,0
27-07-1991,31.7,28.4,36.4,
28-07-1991,29.9,,36,0
29-07-1991,31.6,26.1,37,0
30-07-1991,30.9,26.9,,0
31-07-1991,30.7,26.5,37.2,0
01-08-1991,29.2,,36.8,0
02-08-1991,29.1,24.9,32.2,1
03-08-1991,27.9,,36.1,0
04-08-1991,26.7,,35.6,13.5
05-08-1991,26.7,22,31.9,41.1
06-08-1991,26.8,23,29.5,21.6
07-08-1991,25.3,,,0
08-08-1991,26.3,23,31.6,15
09-08-1991,28.4,24,32.8,0.8
10-08-1991,29.4,25,33.8,0
11-08-1991,30.1,25.7,34.7,0
12-08-1991,28.5,,33.6,
13-08-1991,29.7,24.1,32.7,10.9
14-08-1991,30.1,,32.6,0
15-08-1991,28.8,,,
16-08-1991,30.5,,34.9,0
17-08-1991,30.2,,35.4,
18-08-1991,30.2,25.3,,2
19-08-1991,30.7,26.5,34.5,0
20-08-1991,30.3,26.2,34.5,0
21-08-1991,30.1,26.9,34.9,
22-08-1991,30.4,26.8,34.6,0.3
23-08-1991,31.3,,35.8,0
24-08-1991,32,26.6,35.9,
25-08-1991,29.3,,36,0
26-08-1991,29.4,25.5,,3.3
27-08-1991,30.7,27,36.7,0
28-08-1991,31.1,27.5,35.9,0
29-08-1991,30.3,27.2,36.8,
30-08-1991,29.8,26.3,36.6,0
31-08-1991,30.1,25.9,36.3,0
01-09-1991,30.4,26.1,35.9,0
02-09-1991,30.2,25.9,36.6,0
03-09-1991,29.8,25.9,36.5,
04-09-1991,29.8,26.9,35.6,0
05-09-1991,30.6,27.8,36.4,0
06-09-1991,29.9,25,36.5,
07-09-1991,29.4,23,35.1,48.5
08-09-1991,30.1,27.1,36.1,0.3
09-09-1991,29.9,,35.7,0
10-09-1991,28.5,25.9,,0
11-09-1991,28.9,25.5,,0
12-09-1991,29.9,24.9,,0
13-09-1991,28.6,25.8,34.2,
14-09-1991,28.8,24.9,34.8,0.3
15-09-1991,28.6,,34.4,0
16-09-1991,28,24.3,32.1,0.8
17-09-1991,30.4,25.1,35.4,0
18-09-1991,29.9,,34.5,0
19-09-1991,28.4,26.4,,0
20-09-1991,28.1,25.8,31.1,0
21-09-1991,28.3,23.9,31.7,1
22-09-1991,28.9,,36,0
23-09-1991,28.5,,34.5,16.5
24-09-1991,28.5,22.1,33.7,36.3
25-09-1991,29.5,24,35.2,14.7
26-09-1991,30,26.2,35.3,0
27-09-1991,29.7,26.9,,0
28-09-1991,29.9,25.2,35.1,0
29-09-1991,28.6,,33.8,
30-09-1991,30.2,25.2,35.5,0.8
01-10-1991,30.6,26,35.8,0
02-10-1991,27.7,,34.9,
03-10-1991,27.2,24.6,33.6,
04-10-1991,28,,32.9,1
05-10-1991,29.4,,34.4,0
06-10-1991,28.8,,34.7,
07-10-1991,27.6,24.3,32,0.3
08-10-1991,28.8,26,33.8,0
09-10-1991,28.7,25.8,,
10-10-1991,27.5,23,34,4.6
11-10-1991,29.6,25.4,34.9,0.3
12-10-1991,28.8,,,0
13-10-1991,29.3,24.9,34.5,0
14-10-1991,30.1,25.7,35.6,0
15-10-1991,29.2,25,34,0
16-10-1991,28.2,25.1,32.9,0
17-10-1991,27.8,24.6,31.7,0.5
18-10-1991,28,24.4,31.7,48
19-10-1991,27.8,,31.6,0
20-10-1991,27.1,24.1,31.2,1
21-10-1991,28.2,23.7,31.8,1.5
22-10-1991,28,,32.1,0
23-10-1991,27.6,24.5,31.7,0.3
24-10-1991,27.1,23.8,,0.3
25-10-1991,28,23.2,32,0
26-10-1991,26.6,24.5,,
27-10-1991,24.2,23.4,24.9,8.9
28-10-1991,25,23.5,26.9,41.9
29-10-1991,26.9,,30.5,0
30-10-1991,27.4,23.8,,5.1
31-10-1991,27.9,25.3,,1.3
01-11-1991,27.1,24.7,32.4,1.8
02-11-1991,27.7,,31.6,0
03-11-1991,26.2,23.1,31,3.6
04-11-1991,26.9,24.4,32.9,0
05-11-1991,26.8,23.9,31.4,0
06-11-1991,26.7,23.4,31,0
07-11-1991,25,23.7,29.1,
08-11-1991,25.8,22.8,29.4,
09-11-1991,26.4,22.9,30.3,0
10-11-1991,26.9,22.9,31.1,0.3
11-11-1991,26.4,,30,3.6
12-11-1991,26.2,23.2,28.6,7.9
13-11-1991,24.7,,28.9,0
14-11-1991,24.6,22.4,25.9,196.8
15-11-1991,24.7,,27.6,0
16-11-1991,24.1,23,25.5,67.8
17-11-1991,26.8,22.7,29.9,92.5
18-11-1991,25.9,22.9,,4.6
19-11-1991,26.5,22.8,29.8,1.3
20-11-1991,27.6,24.3,,0.5
21-11-1991,26.5,23.4,29.8,0.8
22-11-1991,26.1,22.9,30,8.6
23-11-1991,26.2,24,29.1,7.9
24-11-1991,25.7,22.9,,0.5
25-11-1991,24.7,,27.7,0
26-11-1991,24.7,21.9,28.8,0
27-11-1991,24.2,20.3,28.1,0
28-11-1991,23.1,,28.9,0
29-11-1991,23.3,18.6,29.1,0
30-11-1991,23.3,19.4,28.4,0
01-12-1991,24.4,20,,0
02-12-1991,25.3,21.8,29.8,0
03-12-1991,25.1,21.5,28.8,0
04-12-1991,24.4,20.1,28.7,0
05-12-1991,24.6,20.7,29.2,0
06-12-1991,23.9,,28.2,0
07-12-1991,23.9,19.6,28.8,0
