time,tavg,tmin,tmax,prcp
23-02-1990,17.5,9.5,26.6,0
24-02-1990,16.5,,26.6,
25-02-1990,17.8,12.5,23.3,7.1
26-02-1990,19.5,,25.7,2.3
27-02-1990,17.4,14.9,,0
28-02-1990,18.3,14.3,25.8,7.4
01-03-1990,17.5,,25.8,0
02-03-1990,15.5,,24.9,0
03-03-1990,16.8,,23.7,0
04-03-1990,17,8.3,25.8,0
05-03-1990,18.8,,25.9,
06-03-1990,18.2,,27,0
07-03-1990,18.6,11.3,27.4,0
08-03-1990,20.2,10.3,29,0
09-03-1990,22.7,11.1,30.1,0
10-03-1990,21,,31.1,0
11-03-1990,23.7,,30.4,0
12-03-1990,21.8,14.6,30.4,
13-03-1990,22.3,12.9,30.3,0
14-03-1990,22.5,,30.3,0
15-03-1990,22.8,15.1,31,0
16-03-1990,25.2,15.2,32,
17-03-1990,25.3,16.5,33.1,0
18-03-1990,26.4,,34.1,0
19-03-1990,26,17.4,36.2,0
20-03-1990,26.3,17.8,36.2,0
21-03-1990,25.8,17.5,36.1,0
22-03-1990,26.4,18.9,35.6,0
23-03-1990,24.7,,35.4,0.8
24-03-1990,20.7,,29.2,0
25-03-1990,21.2,10.2,30.7,0
26-03-1990,21.9,,30.6,0
27-03-1990,23.3,16.2,29.9,
28-03-1990,23.6,17.1,30.2,0
29-03-1990,23.5,16.6,31.8,0
30-03-1990,26.5,16.5,34.9,0
31-03-1990,,,,
01-04-1990,24.9,,32.1,0
02-04-1990,24.5,,30.9,0
03-04-1990,23.5,12.9,,0
04-04-1990,24.3,13.7,,0
05-04-1990,,,,
06-04-1990,26.2,,33.9,0
07-04-1990,28,,34.9,0
08-04-1990,28.7,,36.6,
09-04-1990,25.3,20.3,36.6,
10-04-1990,29.7,18.1,36.9,
11-04-1990,33.3,,40,
12-04-1990,27.8,,40,0
13-04-1990,30.2,,38.9,0
14-04-1990,27.8,,38.9,0
15-04-1990,29.2,,37.4,0
16-04-1990,29.4,20.2,,
17-04-1990,32.5,,41.1,0
18-04-1990,,,,
19-04-1990,,,,
20-04-1990,,,,
21-04-1990,32.1,,41.3,0
22-04-1990,,,,
23-04-1990,30,,42.1,0
24-04-1990,34.3,22.7,41.7,0
25-04-1990,29.7,22.4,42.3,0
26-04-1990,33.4,,42.3,0
27-04-1990,28.9,,41.8,0
28-04-1990,29.9,,36.4,0
29-04-1990,32.7,21.1,40,0
30-04-1990,28.7,,40,0
01-05-1990,28.3,20.7,37.2,0
02-05-1990,28.3,,37,
03-05-1990,31.2,,38.8,0
04-05-1990,27.8,,38.8,0
05-05-1990,28.3,,35.3,0
06-05-1990,25.3,,36.5,
07-05-1990,28.4,,36.5,0
08-05-1990,31.7,,37.7,0
09-05-1990,30.8,,39.4,0
10-05-1990,33.9,26.7,39.4,0
11-05-1990,29.4,,39.4,
12-05-1990,30.7,,40,0
13-05-1990,31.9,,37.7,0
14-05-1990,31.5,,,0
15-05-1990,34.2,,40.1,0
16-05-1990,34.5,,41,0
17-05-1990,30.7,,41,0
18-05-1990,30.5,,40.5,5.6
19-05-1990,33,,38.7,0
20-05-1990,31.2,,40.2,0
21-05-1990,34.7,25.7,40.2,0.5
22-05-1990,31,27.1,40.4,0
23-05-1990,33,25.9,40.7,0
24-05-1990,34.5,,38.9,
25-05-1990,33.7,26,38.9,0
26-05-1990,32.1,26.9,40.6,0
27-05-1990,,,,
28-05-1990,,,,
29-05-1990,,,,
30-05-1990,33,,38.6,0
31-05-1990,35.4,28.7,41.1,0
01-06-1990,37.4,,40.6,
02-06-1990,35.7,,43.1,0
03-06-1990,36.8,,43.1,0
04-06-1990,35,27.6,43.5,0
05-06-1990,,,,
06-06-1990,38.1,,43.9,0
07-06-1990,37.2,,43.4,
08-06-1990,37.3,28.6,43.4,0
09-06-1990,35.6,,43.1,
10-06-1990,34.5,,43,0
11-06-1990,35.3,,41.3,0
12-06-1990,36.6,,41.5,
13-06-1990,31.4,,41.5,
14-06-1990,36.9,,41.4,
15-06-1990,32.4,,37.2,
16-06-1990,,,,
17-06-1990,,,,
18-06-1990,32.4,,40,0
19-06-1990,,,,
20-06-1990,29.4,,37.2,3
21-06-1990,,,,
22-06-1990,28.3,,34.1,
23-06-1990,29.6,,33.4,0
24-06-1990,30,,33.7,
25-06-1990,32.6,,37.6,0
26-06-1990,31.9,,37.6,
27-06-1990,29.5,,36.5,1
28-06-1990,30,28.3,34.7,0
29-06-1990,30.4,,35.3,0.5
30-06-1990,31,,35.1,0
01-07-1990,30.4,,36.2,0
02-07-1990,29.5,,34.1,
03-07-1990,30.3,,,
04-07-1990,,,,
05-07-1990,28.5,,31.1,19.3
06-07-1990,29.7,,,0
07-07-1990,30.7,,35.3,0.3
08-07-1990,28.3,25.9,35.3,6.4
09-07-1990,26.5,25.3,29,36.3
10-07-1990,28,,31.2,11.7
11-07-1990,30.1,,,10.7
12-07-1990,29.9,27.1,34.8,0
13-07-1990,28.8,,33.6,
14-07-1990,27.9,,,
15-07-1990,28.8,,,0
16-07-1990,,,,
17-07-1990,,,,
18-07-1990,29.9,,34.8,
19-07-1990,28.7,,34.8,76.7
20-07-1990,28.2,,32.9,0
21-07-1990,28,,32.9,40.1
22-07-1990,26.6,,32.6,8.9
23-07-1990,29.3,,32.6,35.8
24-07-1990,29.1,,33.1,18.8
25-07-1990,29.7,,,2.3
26-07-1990,28.5,,34.2,0
27-07-1990,27.4,,34.1,3.6
28-07-1990,26.3,,30.3,46.7
29-07-1990,26,24.1,27.8,125
30-07-1990,27.3,,28.3,25.7
31-07-1990,28.8,,33.5,25.9
01-08-1990,28.9,,34.3,1.5
02-08-1990,,,,
03-08-1990,28.2,26.3,,0.8
04-08-1990,28.8,,32.6,9.9
05-08-1990,30.6,,33.7,0
06-08-1990,28.4,,34.3,
07-08-1990,27.8,24.4,32.9,
08-08-1990,29,,32.9,
09-08-1990,28,,33.7,
10-08-1990,28.9,26.5,,
11-08-1990,27,,34.2,
12-08-1990,27.7,,30.5,
13-08-1990,27.6,24.6,30.9,
14-08-1990,27.4,,29.8,
15-08-1990,30,25.3,34.1,
16-08-1990,29.7,,34.1,
17-08-1990,28.8,,33.5,0
18-08-1990,29.2,,33.5,0.3
19-08-1990,30.7,26.9,34.7,0
20-08-1990,30,,,0
21-08-1990,33,,36.5,
22-08-1990,30.8,,36.5,
23-08-1990,30.3,,33.9,
24-08-1990,30.3,,34.5,0
25-08-1990,30.5,26.3,34.1,
26-08-1990,29.9,,34.4,
27-08-1990,28.5,,34.4,0
28-08-1990,28.3,,34.9,1.3
29-08-1990,30.7,25.5,,0
30-08-1990,30.2,,,0
31-08-1990,30.5,26,35.3,0
01-09-1990,31.8,,37.5,0
02-09-1990,29.7,26.1,38.1,0
03-09-1990,,,,
04-09-1990,,,,
05-09-1990,,,,
06-09-1990,,,,
07-09-1990,,,,
08-09-1990,,,,
09-09-1990,,,,
10-09-1990,29.6,,35,0.3
11-09-1990,28.7,,34.5,1.5
12-09-1990,27.7,,34.5,222
13-09-1990,27,,,10.4
14-09-1990,29.3,,34.3,13.5
15-09-1990,27.7,25.7,31.2,0
16-09-1990,28.8,,32.9,14
17-09-1990,27.9,24.8,32.9,0
18-09-1990,26.9,24.7,30.7,
19-09-1990,26.9,,31.3,
20-09-1990,28.5,,32.7,
21-09-1990,27.6,24.9,32.7,1.5
22-09-1990,27.3,,32.7,1
23-09-1990,26.5,,,0
24-09-1990,27,,32.8,
25-09-1990,26.3,,30.1,
26-09-1990,26.9,,31.5,0
27-09-1990,28.4,,32.7,0
28-09-1990,28.5,,,0
29-09-1990,28.7,,34.5,0
30-09-1990,27.9,,34.5,0
01-10-1990,26.8,,34.7,54.9
02-10-1990,28.5,,,7.6
03-10-1990,27.3,,33.7,0
04-10-1990,27.3,,34.1,0
05-10-1990,28.2,,33.1,0
06-10-1990,28.5,,33.7,0
07-10-1990,28.7,,35.1,0
08-10-1990,,,,
09-10-1990,26.6,,,0
10-10-1990,27.6,,33.1,
11-10-1990,27.2,,34.1,0
12-10-1990,26.6,21.9,34.4,0
13-10-1990,24,21.1,,0
14-10-1990,24.6,,33.7,0
15-10-1990,24.3,19.7,31.9,0
16-10-1990,25.5,,33.5,0
17-10-1990,25.4,,33.5,0
18-10-1990,24.2,,32.5,0
19-10-1990,25.8,18.9,33.4,0
20-10-1990,26.8,19.3,,
21-10-1990,24.4,,33.2,0
22-10-1990,22.2,,33.2,0
23-10-1990,19.2,13.5,,0
24-10-1990,19,,31.3,0
25-10-1990,22,,32.9,0
26-10-1990,21,16.1,,0
27-10-1990,22.7,14.3,31.5,0
28-10-1990,22,,31.3,0
29-10-1990,22.6,,,
30-10-1990,18.3,13.7,31.8,0
31-10-1990,22.7,13.9,31.8,0
01-11-1990,21.4,,31.4,0
02-11-1990,22.7,,31.5,0
03-11-1990,20,,31.5,0
04-11-1990,22.6,14.3,32.2,0
05-11-1990,22.5,,32.2,0
06-11-1990,22.2,,32,0
07-11-1990,21.1,,,0
08-11-1990,20.7,,30.3,0
09-11-1990,19.9,,30.7,0
10-11-1990,19.9,,30.7,0
11-11-1990,22.5,,32.8,0
12-11-1990,21.3,,32.8,0
13-11-1990,21.5,,32.7,0
14-11-1990,21.1,,32.7,0
15-11-1990,21.5,,32.2,0
16-11-1990,17.5,,32.2,0
17-11-1990,19.7,,30.7,0
18-11-1990,17.7,,,0
19-11-1990,,,,
20-11-1990,,,,
21-11-1990,,,,
22-11-1990,,,,
23-11-1990,,,,
24-11-1990,,,,
25-11-1990,,,,
26-11-1990,,,,
27-11-1990,,,,
28-11-1990,19.8,12,29.7,
29-11-1990,13,,27.4,
30-11-1990,,,,
01-12-1990,,,,
02-12-1990,15.4,,26.5,0
03-12-1990,17.6,,27.4,0
04-12-1990,16.3,,26.3,
05-12-1990,17.8,,26.3,0
06-12-1990,15.8,8.5,26.2,0
07-12-1990,14,,25.6,0
08-12-1990,15.3,6.2,25.7,0
09-12-1990,14.7,,,
10-12-1990,17,,25.9,0
11-12-1990,15.9,,,0
12-12-1990,17,,26.1,0
13-12-1990,17.1,,,0
14-12-1990,17,9.9,26.8,0
15-12-1990,15.2,,26.9,0
16-12-1990,17.1,,26.9,0
17-12-1990,17.9,,26.6,
18-12-1990,17,,,0
19-12-1990,,,,
20-12-1990,,,,
21-12-1990,,,,
22-12-1990,15.4,,22.9,0
23-12-1990,13,,23.4,0
24-12-1990,15,,23.6,0
25-12-1990,17.2,,25.9,
26-12-1990,15,7.9,25.9,0
27-12-1990,,,,
28-12-1990,,,,
29-12-1990,,,,
30-12-1990,15.4,,24.2,6.6
31-12-1990,16.8,,24.3,11.4
01-01-1991,11.5,,24.3,0.5
02-01-1991,11.1,,17.3,0
03-01-1991,10.5,3.3,,0
04-01-1991,13.6,6.3,20.2,
05-01-1991,10.5,,22,0
06-01-1991,11.8,4.6,22.9,0
07-01-1991,13.5,3.9,23.3,0
08-01-1991,14,,21.3,0.3
09-01-1991,14.7,,23.2,0
10-01-1991,13.8,,23.2,0
11-01-1991,12.7,6.3,23.5,0
12-01-1991,14.1,,23.5,0
13-01-1991,13.1,6.9,21.4,0
14-01-1991,12.7,,21.9,0
15-01-1991,11.5,3.8,21.9,0
16-01-1991,11.4,,21.1,0
17-01-1991,13.4,,21.1,0
18-01-1991,12.8,4.5,21.7,0
19-01-1991,10.6,4.4,21.7,0
20-01-1991,13.7,,22.5,0
21-01-1991,13.2,,23.9,0
22-01-1991,13.3,,24.9,0
23-01-1991,13.2,6.3,24.9,0
24-01-1991,15.7,,25.5,0
25-01-1991,15.4,,25.7,0
26-01-1991,17.9,,,0
27-01-1991,17.5,10.1,26.2,0
28-01-1991,17.8,9.8,27.9,0
29-01-1991,18.3,,29.2,0
30-01-1991,18,10.5,27.5,0
31-01-1991,19,9.3,28.1,0
01-02-1991,19.5,,28.1,0
02-02-1991,14.8,9.5,25,0
03-02-1991,16.3,6.7,24.8,0
04-02-1991,16.8,7.8,27.1,0
05-02-1991,17.3,,27.1,0
06-02-1991,17.3,10.4,28,0
07-02-1991,,,,
08-02-1991,20.5,12,28.7,0
09-02-1991,18.2,12.6,29.5,
10-02-1991,21.7,,31.4,0
11-02-1991,22.8,,31.4,0
12-02-1991,20.6,8.6,29.5,0
13-02-1991,19.4,,26.5,0
14-02-1991,19.7,,27.5,0
15-02-1991,18.3,,27.5,0
16-02-1991,16.9,9.2,26.1,0
17-02-1991,18.3,,26.1,0
18-02-1991,17.7,,26.8,0
19-02-1991,18.1,,24.7,0
20-02-1991,18.3,,,0
21-02-1991,21.7,11,29.7,0
22-02-1991,23.7,,32.9,0
23-02-1991,20.8,,26.9,
24-02-1991,21.5,,,
25-02-1991,19.5,16.6,30.2,6.9
26-02-1991,17.4,,25.2,24.4
27-02-1991,19.5,,26.8,1
28-02-1991,22.4,15.8,27.6,0
01-03-1991,19.9,12.9,28.5,0
02-03-1991,19.7,10.7,28.3,0
03-03-1991,21.3,,31.1,0
04-03-1991,21,16.7,28.3,
05-03-1991,19.9,,28.3,8.9
06-03-1991,19.9,14.6,27.3,0
07-03-1991,18.9,,26.8,0
08-03-1991,18.4,,,0
09-03-1991,21.4,14.9,31.2,0
10-03-1991,24.3,14.8,33.3,0
11-03-1991,24.4,,33.7,0
12-03-1991,25,15.3,33.7,
13-03-1991,,,,
14-03-1991,,,,
15-03-1991,,,,
16-03-1991,24.3,17.1,33.6,
17-03-1991,24.1,,34.1,0
18-03-1991,26,13.3,,
19-03-1991,26.7,,,0
20-03-1991,25.3,17.5,37.4,
21-03-1991,,,,
22-03-1991,,,,
23-03-1991,21.8,,31.9,
24-03-1991,19.5,14.6,31.9,3.3
25-03-1991,21.2,13.6,30.7,0
26-03-1991,19.3,,32.7,0
27-03-1991,28.3,,,
28-03-1991,25.1,18,35.1,0
29-03-1991,28.9,19.9,37,0
30-03-1991,29,,38.2,0
31-03-1991,30,,38.9,0
01-04-1991,28.3,20.8,38.9,0
02-04-1991,32.3,24.1,39.7,
03-04-1991,31.5,23.1,37.1,0.5
04-04-1991,,,,
05-04-1991,,,,
06-04-1991,,,,
07-04-1991,,,,
08-04-1991,,,,
09-04-1991,,,,
10-04-1991,,,,
11-04-1991,,,,
12-04-1991,,,,
13-04-1991,,,,
14-04-1991,27.1,22.6,37.1,0
15-04-1991,28.2,,37.3,0
16-04-1991,28.9,,,0
17-04-1991,25.6,16.1,35.9,0
18-04-1991,25.4,18,33.6,0
19-04-1991,27.3,,36.6,0
20-04-1991,28.5,18,39,0
21-04-1991,29.6,18.5,39.9,0
22-04-1991,31.9,19.2,42.1,0
23-04-1991,32.2,,42.1,0
24-04-1991,31.2,,39.1,0
25-04-1991,31.2,21.2,39.5,0
26-04-1991,28.9,18.7,40.6,0
27-04-1991,31.3,,42.4,0
28-04-1991,34.6,21.3,41.7,
29-04-1991,32.4,,39.9,0
30-04-1991,31.5,21.7,41.7,0
01-05-1991,34.7,,42.8,
02-05-1991,33.4,,42.8,1.5
03-05-1991,32,27.3,40.9,0
04-05-1991,30.9,,41.9,0
05-05-1991,34.9,,43.2,0
06-05-1991,36.8,,43.2,0
07-05-1991,32.3,25.7,42.8,0
08-05-1991,34.5,,42.6,0
09-05-1991,34.2,,42.7,0
10-05-1991,33.4,,,0
11-05-1991,29.7,23.3,40.8,0
12-05-1991,31.3,21.6,41.2,0
13-05-1991,33.9,,42.4,0
14-05-1991,36.4,,43.6,0
15-05-1991,,,,
16-05-1991,32.7,25.5,43.1,0
17-05-1991,32.7,,42.1,0
18-05-1991,34.7,,42.1,
19-05-1991,32.8,27.2,42.1,0
20-05-1991,31.9,28.4,41.1,0
21-05-1991,35,,41.1,
22-05-1991,34.7,,41.1,0
23-05-1991,,,,
24-05-1991,35.9,27.5,44.2,0
25-05-1991,34.2,,44.2,0
26-05-1991,35,,42.5,0
27-05-1991,34.8,,42.5,0
28-05-1991,33.1,27.5,41.3,4.1
29-05-1991,35.5,,42.8,0
30-05-1991,33.3,,42.8,0
31-05-1991,31.7,,,0
01-06-1991,32.5,26.9,41,0
02-06-1991,32.5,,39.1,
03-06-1991,32.9,,39.6,0
04-06-1991,34.4,28.2,40.1,0
05-06-1991,33.7,27.7,40.1,0
06-06-1991,32.5,,39.1,0
07-06-1991,31.7,,39.1,0
08-06-1991,30.8,,38.9,
09-06-1991,31.1,,36.4,0
10-06-1991,29.4,,36.4,
11-06-1991,28.2,,34.9,0.5
12-06-1991,27.9,,34.9,24.6
13-06-1991,30.8,,34.7,0
14-06-1991,30.3,,35.5,0.5
15-06-1991,32.1,,37.9,0
16-06-1991,35.2,,41.2,0
17-06-1991,32.7,,41.2,
18-06-1991,31.7,,40.3,2.8
19-06-1991,32.2,,39.4,0
20-06-1991,31.2,27.3,38.8,
21-06-1991,33.7,26.3,40.8,0
22-06-1991,33.6,,41.2,0
23-06-1991,34.2,26.4,41.2,0
24-06-1991,35.5,28.2,42.6,0
25-06-1991,36.2,27.9,43.3,0
26-06-1991,35.8,,43.3,0
27-06-1991,35.2,,43.1,0
28-06-1991,34.9,,40.4,0
29-06-1991,34.2,29,40.7,0
30-06-1991,28.2,,39.7,1.8
01-07-1991,32,,,0
02-07-1991,35.4,27.7,40.8,0
03-07-1991,34.4,,40.8,0
04-07-1991,33.8,,41.1,0
05-07-1991,33,,41.1,0
06-07-1991,33.7,27.6,42.5,
07-07-1991,32.8,,42.5,0
08-07-1991,32.5,,41.3,0.5
09-07-1991,32.7,,38,0
10-07-1991,32.6,26.8,37.9,0
11-07-1991,29.2,,36.1,
12-07-1991,27.4,,34.7,
13-07-1991,30.9,,36.5,
14-07-1991,29.5,,36.5,0
15-07-1991,30.2,26.3,36.1,11.4
16-07-1991,31.7,,37.5,0
17-07-1991,32.9,,37.5,0
18-07-1991,30.8,27.1,36.6,0
19-07-1991,30.1,27.5,34.6,0
20-07-1991,30.4,,34.9,
21-07-1991,30.8,,35.5,0
22-07-1991,32,26.8,38,0
23-07-1991,30.7,27.1,38,
24-07-1991,31.7,,37.6,0
25-07-1991,31.1,,36.6,
26-07-1991,33.3,26.3,38.4,1.3
27-07-1991,32.9,27.1,38.9,0
28-07-1991,31.5,,38.9,1
29-07-1991,32.3,,37.5,0.8
30-07-1991,30.8,28,37.5,0
31-07-1991,29.8,26.2,34.9,0
01-08-1991,28.5,,33.6,
02-08-1991,28.2,,31.9,21.3
03-08-1991,28.6,25.9,32.1,6.9
04-08-1991,25.9,24.1,32.1,13.2
05-08-1991,25.5,24.1,28,135.9
06-08-1991,28.3,24.6,31.9,27.2
07-08-1991,29.7,,,0
08-08-1991,28.6,,34.5,
09-08-1991,27.7,,34.5,0
10-08-1991,29.8,24.4,34.3,35.1
11-08-1991,31,26.9,35.3,0
12-08-1991,31.5,27.8,36.1,0
13-08-1991,30.4,27.3,36.1,0
14-08-1991,30.3,,34.5,
15-08-1991,,,,
16-08-1991,28.2,26.1,33.8,19.6
17-08-1991,,,,
18-08-1991,25.9,24.7,27.9,84.6
19-08-1991,27.6,25.3,33.2,26.2
20-08-1991,28.3,26.4,33.2,3.8
21-08-1991,30.4,25.9,34,8.9
22-08-1991,27.2,25.5,35.3,0
23-08-1991,,,,
24-08-1991,27.5,,32.1,
25-08-1991,28.2,25.8,32.1,
26-08-1991,29,25.3,32.6,6.4
27-08-1991,27.3,25.1,32.9,7.1
28-08-1991,26.7,23.5,32.9,33
29-08-1991,27.8,25.6,31.7,0.3
30-08-1991,28,25.4,33.1,35.1
31-08-1991,29.2,25.2,33.9,0.3
01-09-1991,27.3,25.5,33.9,0
02-09-1991,29.3,25.5,,55.6
03-09-1991,27.6,24.9,33.6,0.8
04-09-1991,,,,
05-09-1991,25.9,,29.1,
06-09-1991,26.4,24.7,30.9,
07-09-1991,26.8,24.3,31.7,
08-09-1991,28,23.5,33.1,69.1
09-09-1991,,,,
10-09-1991,,,,
11-09-1991,27.9,25.4,33.5,1.3
12-09-1991,29.6,24.7,34.4,5.1
13-09-1991,27.3,,32.1,0
14-09-1991,28,,34.7,5.1
15-09-1991,27.3,24.5,33.3,0
16-09-1991,28.7,24.6,34.1,5.1
17-09-1991,29.1,25.5,34.1,0.3
18-09-1991,,,,
19-09-1991,28.2,25.3,34.4,0
20-09-1991,28.6,24.7,35.1,0
21-09-1991,29.2,24.9,35.1,0
22-09-1991,28.8,24.3,35,0
23-09-1991,29.5,24.1,35.1,0
24-09-1991,28.2,23.1,35.7,0
25-09-1991,28.9,22.5,35.7,0
26-09-1991,28.5,24.4,35.7,0
27-09-1991,30.7,23.8,35.7,
28-09-1991,29.7,24.7,35.1,0
29-09-1991,26.9,20.9,34.9,0
30-09-1991,26.5,,34.3,0
01-10-1991,25.8,,34.3,0
02-10-1991,24.2,,34.3,0
03-10-1991,23.7,,,0
04-10-1991,26.5,17.8,34.1,
05-10-1991,24.9,19.7,35,0
06-10-1991,26.8,21.6,35,0
07-10-1991,,,,
08-10-1991,26.3,19.1,34.9,
09-10-1991,27.8,19.2,35.3,
10-10-1991,24.7,18.5,35.3,0
11-10-1991,25.2,,34.9,0
12-10-1991,25.3,17,34.9,0
13-10-1991,25,16.6,34.5,0
14-10-1991,24.2,16.2,35.3,0
15-10-1991,25,17.2,35.3,0
16-10-1991,25.2,,35,0
17-10-1991,25.2,17.4,35,0
18-10-1991,23.3,,34.7,0
19-10-1991,23.3,,32.7,0
20-10-1991,24.7,,32.1,0
21-10-1991,20.2,,33.4,0
22-10-1991,21.7,15.2,33.4,0
23-10-1991,27.7,15.4,33.3,
24-10-1991,23.8,16.3,,0
25-10-1991,23.5,,32.9,0
26-10-1991,25.2,,33,
27-10-1991,24.8,,32.4,0
28-10-1991,23.4,16.3,32.4,0
29-10-1991,23.4,,32.5,0
30-10-1991,21.9,15.6,32.5,0
31-10-1991,24,15.2,32.7,0
01-11-1991,21.4,14.9,31.6,0
02-11-1991,20.7,,31.3,0
03-11-1991,20.9,13.5,31.1,50
04-11-1991,20.5,13.1,31.1,0
05-11-1991,21,14.3,31.9,0
06-11-1991,21.4,12.9,31.9,0
07-11-1991,20.4,12.6,31.4,0
08-11-1991,21.2,12.6,31.1,0
09-11-1991,21.2,14.6,30.6,0
10-11-1991,19.2,,29.3,0.3
11-11-1991,18.4,,,7.9
12-11-1991,19,13.3,27.1,11.2
13-11-1991,21.2,13.3,27.6,0
14-11-1991,20,12.5,27.6,0
15-11-1991,18.4,12.4,27.3,0
16-11-1991,16.8,11.5,28.1,0
17-11-1991,18.1,10.9,28.1,0
18-11-1991,18.7,11.9,27.1,0
19-11-1991,18.4,11.7,27.1,0
20-11-1991,17.4,10.7,27.1,0
21-11-1991,17.4,10.1,27.3,0
22-11-1991,15.4,9.9,27.5,0
23-11-1991,17.5,9.4,27.5,0
24-11-1991,17,10.5,27.5,0
25-11-1991,17.7,11.1,27.5,0
26-11-1991,18,11.4,26.1,0
27-11-1991,17.6,,25.9,0
28-11-1991,17.7,10.9,27.5,0
29-11-1991,17.7,,27.5,0
30-11-1991,17.6,,28.9,0
01-12-1991,18.7,10.4,28.9,0
02-12-1991,15.7,9.3,27.1,0
03-12-1991,14.8,,,0
04-12-1991,15.2,,25.6,0
05-12-1991,16,,26.1,0
06-12-1991,15.8,8.2,26.6,0
07-12-1991,16,9.9,26.6,0
08-12-1991,16.8,9.5,25.9,0
09-12-1991,17.7,9.6,26.4,0
10-12-1991,18.2,,28.1,0
11-12-1991,16.5,9.6,28.1,0
12-12-1991,14.7,8.8,28.1,0
13-12-1991,16.5,9.8,25.6,0
14-12-1991,16.6,9.6,26.1,0
15-12-1991,16.4,9.7,26.1,0
16-12-1991,17.3,10.4,26.3,0
17-12-1991,17,,27.1,0
18-12-1991,15.5,10.4,27.1,0
19-12-1991,16.9,10.5,26.1,0
20-12-1991,16,10.4,25.9,0
21-12-1991,16.2,11.3,24.5,
22-12-1991,16.5,,20.6,3.3
23-12-1991,15.2,,21.1,2
24-12-1991,15.5,11.7,20.6,0.8
25-12-1991,15.4,,,34
26-12-1991,13.2,,20.9,0
27-12-1991,12.3,7.9,19.3,0
28-12-1991,,,,
29-12-1991,15.2,7.6,,26.9
30-12-1991,11.9,,28.5,0
31-12-1991,11.6,,20.5,0
01-01-1992,9.9,,,0
02-01-1992,12.5,5.1,20.2,0
03-01-1992,11.5,,20.4,0
04-01-1992,10.9,5.6,21.4,0
05-01-1992,14.6,,22.6,0
06-01-1992,13.2,8.1,22.7,0
07-01-1992,13.8,7.3,23.2,0
08-01-1992,16,9.4,24.5,0
09-01-1992,16.3,10.1,25.1,0
10-01-1992,16.3,9.9,25.1,0
11-01-1992,15.4,,24.6,0
12-01-1992,11.9,,24.6,0
13-01-1992,12.7,,20.5,0
14-01-1992,13.9,5.9,22.9,0
15-01-1992,13.4,,24.1,0
16-01-1992,14.2,7.3,24.1,0
17-01-1992,14.1,6.2,23.5,0
18-01-1992,15.4,,23,0
19-01-1992,13.4,,,0
20-01-1992,14.4,6.1,23.5,0
21-01-1992,14.2,,23.5,0
22-01-1992,15,8.4,23.5,0
23-01-1992,15.4,7.1,23.6,0
24-01-1992,18.9,8.7,26.5,0
25-01-1992,20.3,11.5,29.7,0
26-01-1992,18.4,10.1,29.7,0
27-01-1992,18,11.1,28,0
28-01-1992,17.8,14.1,25.8,0
29-01-1992,19.5,13.5,27.1,0
30-01-1992,18.7,13.5,27.1,
31-01-1992,16.5,,24.3,
01-02-1992,16,12.1,20.9,
02-02-1992,14.1,9,21.1,0
03-02-1992,14,6.3,22.3,0
04-02-1992,14.7,8.1,23.8,0
05-02-1992,15.9,8.7,,0
06-02-1992,18.7,,25.9,
07-02-1992,17.2,,25.9,8.1
08-02-1992,15.5,,23,0.8
09-02-1992,13.5,,23,0
10-02-1992,14.9,8.7,21.5,0
11-02-1992,15,6.9,21.9,0
